year;tidal_level;sample;Length.mm;age
2008;low;MA2;3,5;3
2008;low;MA4;4,1;3
2008;low;MA4;3,5;3
2008;low;MA4;4,1;3
2008;low;MA5;3,4;3
2008;low;MA5;3,5;3
2008;low;MA5;4,8;3
2008;low;MA5;2,8;3
2008;low;MA5;3,2;3
2008;low;MA1;5,2;4
2008;low;MA1;5,3;4
2008;low;MA1;6,5;4
2008;low;MA3;6,0;4
2008;low;MA3;6,2;4
2008;low;MA3;5,3;4
2008;low;MA3;5,3;4
2008;low;MA3;5,6;4
2008;low;MA3;6,0;4
2008;low;MA2;4,6;4
2008;low;MA2;4,0;4
2008;low;MA2;4,4;4
2008;low;MA2;4,6;4
2008;low;MA2;4,4;4
2008;low;MA2;4,8;4
2008;low;MA4;3,9;4
2008;low;MA4;4,6;4
2008;low;MA5;4,3;4
2008;low;MA5;4,5;4
2008;low;MA5;5,8;4
2008;low;MA3;8,0;5
2008;low;MA1;7,2;5
2008;low;MA3;7,8;5
2008;low;MA3;8,0;5
2008;low;MA3;7,1;5
2008;low;MA1;7,6;5
2008;low;MA3;4,7;5
2008;low;MA2;5,6;5
2008;low;MA2;5,4;5
2008;low;MA4;6,5;5
2008;low;MA4;4,2;5
2008;low;MA4;4,7;5
2008;low;MA5;9,7;5
2008;low;MA5;7,1;5
2008;low;MA5;7,0;5
2008;low;MA5;5,3;5
2008;low;MA5;6,3;5
2008;low;MA3;7,7;6
2008;low;MA1;8,1;6
2008;low;MA1;8,5;6
2008;low;MA1;8,2;6
2008;low;MA3;7,3;6
2008;low;MA2;7,7;6
2008;low;MA2;6,8;6
2008;low;MA2;NA;6
2008;low;MA4;6,5;6
2008;low;MA4;10,3;6
2008;low;MA4;12,3;6
2008;low;MA4;8,3;6
2008;low;MA4;10,0;6
2008;low;MA4;6,6;6
2008;low;MA4;7,3;6
2008;low;MA4;6,7;6
2008;low;MA4;9,2;6
2008;low;MA5;7,4;6
2008;low;MA5;9,5;6
2008;low;MA5;6,6;6
2008;low;MA1;9,3;7
2008;low;MA1;8,7;7
2008;low;MA1;9,2;7
2008;low;MA1;11,5;7
2008;low;MA3;8,3;7
2008;low;MA3;8,3;7
2008;low;MA3;9,0;7
2008;low;MA2;11,5;7
2008;low;MA2;7,5;7
2008;low;MA2;6,9;7
2008;low;MA4;11,1;7
2008;low;MA4;7,6;7
2008;low;MA4;8,6;7
2008;low;MA4;12,1;7
2008;low;MA4;11,2;7
2008;low;MA4;11,0;7
2008;low;MA4;12,0;7
2008;low;MA4;11,6;7
2008;low;MA5;7,7;7
2008;low;MA5;7,6;7
2008;low;MA5;10,0;7
2008;low;MA5;10,5;7
2008;low;MA5;9,5;7
2008;low;MA5;7,7;7
2008;low;MA5;9,7;7
2008;low;MA5;9,1;7
2008;low;MA1;9,8;8
2008;low;MA1;11,0;8
2008;low;MA1;12,1;8
2008;low;MA1;12,3;8
2008;low;MA1;9,5;8
2008;low;MA3;12,2;8
2008;low;MA3;10,7;8
2008;low;MA2;11,3;8
2008;low;MA2;11,4;8
2008;low;MA2;8,4;8
2008;low;MA2;8,5;8
2008;low;MA2;12,0;8
2008;low;MA2;8,5;8
2008;low;MA2;13,0;8
2008;low;MA4;7,8;8
2008;low;MA4;12,3;8
2008;low;MA4;13,0;8
2008;low;MA4;12,9;8
2008;low;MA4;12,0;8
2008;low;MA4;9,8;8
2008;low;MA4;11,2;8
2008;low;MA4;12,1;8
2008;low;MA4;12,7;8
2008;low;MA5;9,7;8
2008;low;MA5;10,5;8
2008;low;MA5;11,5;8
2008;low;MA5;10,2;8
2008;low;MA1;12,0;9
2008;low;MA1;12,2;9
2008;low;MA3;11,7;9
2008;low;MA1;10,2;9
2008;low;MA1;9,8;9
2008;low;MA1;10,3;9
2008;low;MA1;11,9;9
2008;low;MA3;10,8;9
2008;low;MA3;10,7;9
2008;low;MA3;9,4;9
2008;low;MA3;10,7;9
2008;low;MA3;12,0;9
2008;low;MA3;11,0;9
2008;low;MA2;9,3;9
2008;low;MA2;12,1;9
2008;low;MA2;12,2;9
2008;low;MA2;13,1;9
2008;low;MA2;13,5;9
2008;low;MA2;13,4;9
2008;low;MA2;14,2;9
2008;low;MA2;12,3;9
2008;low;MA2;10,9;9
2008;low;MA4;11,7;9
2008;low;MA4;11,3;9
2008;low;MA4;11,2;9
2008;low;MA4;12,2;9
2008;low;MA4;11,1;9
2008;low;MA4;12,8;9
2008;low;MA5;12,7;9
2008;low;MA5;10,3;9
2008;low;MA5;12,3;9
2008;low;MA5;12,8;9
2008;low;MA5;10,7;9
2008;low;MA5;10,4;9
2008;low;MA5;10,4;9
2008;low;MA5;12,3;9
2008;low;MA5;10,7;9
2008;low;MA1;11,2;10
2008;low;MA1;12,2;10
2008;low;MA1;11,4;10
2008;low;MA1;12,6;10
2008;low;MA1;12,8;10
2008;low;MA1;13,6;10
2008;low;MA1;11,5;10
2008;low;MA3;11,3;10
2008;low;MA3;11,7;10
2008;low;MA3;13,1;10
2008;low;MA3;11,5;10
2008;low;MA3;13,8;10
2008;low;MA2;11,0;10
2008;low;MA2;11,4;10
2008;low;MA2;12,2;10
2008;low;MA2;12,4;10
2008;low;MA2;14,6;10
2008;low;MA2;13,5;10
2008;low;MA2;9,2;10
2008;low;MA2;13,7;10
2008;low;MA2;13,0;10
2008;low;MA2;10,1;10
2008;low;MA2;12,7;10
2008;low;MA2;12,2;10
2008;low;MA2;13,7;10
2008;low;MA2;11,5;10
2008;low;MA4;10,6;10
2008;low;MA4;13,2;10
2008;low;MA4;12,8;10
2008;low;MA4;12,4;10
2008;low;MA4;14,0;10
2008;low;MA5;11,2;10
2008;low;MA5;12,4;10
2008;low;MA5;11,5;10
2008;low;MA5;12,7;10
2008;low;MA5;10,1;10
2008;low;MA5;11,4;10
2008;low;MA5;12,7;10
2008;low;MA5;13,5;10
2008;low;MA5;11,3;10
2008;low;MA1;13,0;11
2008;low;MA1;12,6;11
2008;low;MA1;11,3;11
2008;low;MA1;14,1;11
2008;low;MA1;12,0;11
2008;low;MA1;13,0;11
2008;low;MA3;11,5;11
2008;low;MA3;13,5;11
2008;low;MA2;12,3;11
2008;low;MA2;10,5;11
2008;low;MA2;12,7;11
2008;low;MA2;12,0;11
2008;low;MA2;13,0;11
2008;low;MA5;12,3;11
2008;low;MA5;11,7;11
2008;low;MA1;12,1;12
2008;low;MA2;13,2;12
2008;low;MA2;13,3;12
2008;low;MA5;13,0;12
2008;low;MA5;14,0;12
2008;low;MA5;15,0;12
2008;low;MA1;14,5;13
2008;low;MA2;15,1;13
2008;low;MA1;12,9;NA
2008;low;MA1;15,0;NA
2008;low;MA1;13,6;NA
2008;low;MA1;12,9;NA
2008;low;MA1;13,8;NA
2008;low;MA1;13,1;NA
2008;low;MA1;11,0;NA
2008;low;MA1;12,9;NA
2008;low;MA1;13,7;NA
2008;low;MA1;12,0;NA
2008;low;MA1;13,2;NA
2008;low;MA3;7,8;NA
2008;low;MA3;12,7;NA
2008;low;MA3;11,7;NA
2008;low;MA3;13,3;NA
2008;low;MA3;13,2;NA
2008;low;MA3;14,0;NA
2008;low;MA3;14,0;NA
2008;low;MA3;12,3;NA
2008;low;MA3;14,9;NA
2008;low;MA3;14,7;NA
2008;low;MA3;12,3;NA
2008;low;MA3;12,8;NA
2008;low;MA3;13,5;NA
2008;low;MA3;13,6;NA
2008;low;MA3;13,6;NA
2008;low;MA3;12,8;NA
2008;low;MA3;13,0;NA
2008;low;MA3;12,8;NA
2008;low;MA3;14,2;NA
2008;low;MA3;14,5;NA
2008;low;MA3;12,8;NA
2008;low;MA2;13,7;NA
2008;low;MA2;9,0;NA
2008;low;MA2;13,0;NA
2008;low;MA2;12,7;NA
2008;low;MA2;9,7;NA
2008;low;MA2;13,7;NA
2008;low;MA2;13,6;NA
2008;low;MA2;11,3;NA
2008;low;MA2;12,3;NA
2008;low;MA2;9,6;NA
2008;low;MA4;13,9;NA
2008;low;MA4;11,5;NA
2008;low;MA4;14,6;NA
2008;low;MA4;12,3;NA
2008;low;MA4;14,2;NA
2008;low;MA4;12,7;NA
2008;low;MA4;12,5;NA
2008;low;MA5;13,0;NA
2008;low;MA5;13,2;NA
2008;low;MA5;14,7;NA
2008;low;MA5;14,3;NA
2008;low;MA5;8,2;NA
2008;low;MA5;13,2;NA
2008;low;MA5;12,4;NA
2008;low;MA5;14,5;NA
2008;low;MA5;13,0;NA
2008;low;MA5;14,0;NA
2008;low;MA5;11,5;NA
2008;low;MA5;7,8;NA
2008;low;MA5;11,9;NA
2008;low;MA5;12,2;NA
2008;low;MA5;12,8;NA
2008;low;MA5;14,0;NA
2008;low;MA5;12,8;NA
