year;tidal_level;sample;Length.mm;age
2007;middle;Pala07;2,8;2
2007;middle;Pala07;3;2
2007;middle;Pala07;3;2
2007;middle;Pala07;3;2
2007;middle;Pala07;3;2
2007;middle;Pala07;3;2
2007;middle;Pala07;3,1;2
2007;middle;Pala07;3,1;2
2007;middle;Pala07;3,3;2
2007;middle;Pala07;3,3;2
2007;middle;Pala07;3,4;2
2007;middle;Pala07;3,4;2
2007;middle;Pala07;3,4;3
2007;middle;Pala07;3,4;2
2007;middle;Pala07;3,5;2
2007;middle;Pala07;3,6;2
2007;middle;Pala07;3,7;3
2007;middle;Pala07;3,8;2
2007;middle;Pala07;4,1;3
2007;middle;Pala07;4,1;3
2007;middle;Pala07;5,5;3
2007;middle;Pala07;6,4;4
2007;middle;Pala07;10,1;NA
2007;middle;Pala07;15;0
2007;middle;Pala08;2;2
2007;middle;Pala08;2,5;2
2007;middle;Pala08;2,5;2
2007;middle;Pala08;2,6;2
2007;middle;Pala08;2,7;2
2007;middle;Pala08;2,7;2
2007;middle;Pala08;2,9;2
2007;middle;Pala08;2,9;2
2007;middle;Pala08;3,1;2
2007;middle;Pala08;3,2;2
2007;middle;Pala08;3,3;2
2007;middle;Pala08;3,4;2
2007;middle;Pala08;4;3
2007;middle;Pala08;4,3;2
2007;middle;Pala08;4,3;2
2007;middle;Pala08;4,5;3
2007;middle;Pala08;4,7;3
2007;middle;Pala08;5,5;3
2007;middle;Pala08;11,6;NA
2007;middle;Pala08;13,4;8
2007;middle;Pala09;1,3;1
2007;middle;Pala09;1,5;1
2007;middle;Pala09;1,6;1
2007;middle;Pala09;2,2;2
2007;middle;Pala09;2,4;2
2007;middle;Pala09;2,4;2
2007;middle;Pala09;2,7;2
2007;middle;Pala09;2,7;2
2007;middle;Pala09;2,7;2
2007;middle;Pala09;2,8;2
2007;middle;Pala09;2,8;2
2007;middle;Pala09;2,8;2
2007;middle;Pala09;2,8;2
2007;middle;Pala09;2,9;2
2007;middle;Pala09;2,9;2
2007;middle;Pala09;2,9;2
2007;middle;Pala09;2,9;2
2007;middle;Pala09;3;2
2007;middle;Pala09;3,1;2
2007;middle;Pala09;3,1;2
2007;middle;Pala09;3,1;2
2007;middle;Pala09;3,1;2
2007;middle;Pala09;3,2;2
2007;middle;Pala09;3,3;2
2007;middle;Pala09;3,3;3
2007;middle;Pala09;3,5;2
2007;middle;Pala09;3,5;2
2007;middle;Pala09;3,5;2
2007;middle;Pala09;3,5;2
2007;middle;Pala09;3,6;2
2007;middle;Pala09;3,8;2
2007;middle;Pala09;3,8;3
2007;middle;Pala09;3,8;2
2007;middle;Pala09;3,8;2
2007;middle;Pala09;3,8;2
2007;middle;Pala09;4;3
2007;middle;Pala09;4;2
2007;middle;Pala09;4,2;3
2007;middle;Pala09;4,2;3
2007;middle;Pala09;4,2;2
2007;middle;Pala09;4,3;3
2007;middle;Pala09;6,1;4
2007;middle;Pala09;7,2;5
2007;middle;Pala09;10,3;7
2007;middle;Pala09;11,2;NA
2007;middle;Pala09;12,7;8
2007;middle;Pala10;1,8;1
2007;middle;Pala10;2;2
2007;middle;Pala10;2,2;2
2007;middle;Pala10;2,3;2
2007;middle;Pala10;2,3;2
2007;middle;Pala10;2,4;2
2007;middle;Pala10;2,4;2
2007;middle;Pala10;2,4;2
2007;middle;Pala10;2,4;2
2007;middle;Pala10;2,6;2
2007;middle;Pala10;2,6;2
2007;middle;Pala10;2,7;2
2007;middle;Pala10;2,7;2
2007;middle;Pala10;2,7;2
2007;middle;Pala10;2,7;2
2007;middle;Pala10;2,7;2
2007;middle;Pala10;2,8;2
2007;middle;Pala10;2,8;2
2007;middle;Pala10;2,8;2
2007;middle;Pala10;2,8;2
2007;middle;Pala10;2,8;2
2007;middle;Pala10;2,9;2
2007;middle;Pala10;3;2
2007;middle;Pala10;3,1;2
2007;middle;Pala10;3,2;2
2007;middle;Pala10;3,2;2
2007;middle;Pala10;3,3;2
2007;middle;Pala10;3,3;2
2007;middle;Pala10;3,3;2
2007;middle;Pala10;3,3;2
2007;middle;Pala10;3,4;3
2007;middle;Pala10;3,5;2
2007;middle;Pala10;3,5;2
2007;middle;Pala10;3,6;2
2007;middle;Pala10;3,6;2
2007;middle;Pala10;3,7;3
2007;middle;Pala10;3,7;3
2007;middle;Pala10;3,8;2
2007;middle;Pala10;4;3
2007;middle;Pala10;4;3
2007;middle;Pala10;4,1;3
2007;middle;Pala10;4,6;3
2007;middle;Pala10;5,7;3
2007;middle;Pala10;6,8;4
2007;middle;Pala10;13,7;NA
2007;middle;Pala10;13,8;NA
2007;middle;Pala12;2,1;1
2007;middle;Pala12;2,1;2
2007;middle;Pala12;2,3;2
2007;middle;Pala12;2,4;2
2007;middle;Pala12;2,5;2
2007;middle;Pala12;2,6;2
2007;middle;Pala12;2,7;2
2007;middle;Pala12;2,7;2
2007;middle;Pala12;2,7;2
2007;middle;Pala12;2,9;2
2007;middle;Pala12;3;2
2007;middle;Pala12;3;2
2007;middle;Pala12;3;2
2007;middle;Pala12;3,3;3
2007;middle;Pala12;3,5;2
2007;middle;Pala12;3,7;3
2007;middle;Pala12;3,8;3
2007;middle;Pala12;3,9;3
2007;middle;Pala12;5;3
2007;middle;Pala12;7,7;4
2007;middle;Pala12;NA;NA
2007;middle;Pala13;1,7;1
2007;middle;Pala13;2,3;2
2007;middle;Pala13;2,5;2
2007;middle;Pala13;2,6;2
2007;middle;Pala13;2,7;2
2007;middle;Pala13;2,9;2
2007;middle;Pala13;2,9;2
2007;middle;Pala13;3,1;2
2007;middle;Pala13;3,2;2
2007;middle;Pala13;3,2;2
2007;middle;Pala13;3,2;2
2007;middle;Pala13;3,3;3
2007;middle;Pala13;3,3;2
2007;middle;Pala13;3,4;3
2007;middle;Pala13;3,5;2
2007;middle;Pala13;3,8;2
2007;middle;Pala13;3,9;2
2007;middle;Pala13;4;2
2007;middle;Pala13;4;NA
2007;middle;Pala13;5,9;3
2007;middle;Pala13;6;3
2007;middle;Pala13;7,4;4
2007;middle;Pala13;8,5;4
2007;middle;Pala13;9;4
2007;middle;Pala13;9;4
2007;middle;Pala13;10,8;NA
2007;middle;Pala13;16;NA
2007;middle;Pala13;16,2;NA
2007;middle;Pala14;1,6;1
2007;middle;Pala14;1,6;1
2007;middle;Pala14;1,8;1
2007;middle;Pala14;2,2;2
2007;middle;Pala14;2,4;2
2007;middle;Pala14;2,6;2
2007;middle;Pala14;2,6;2
2007;middle;Pala14;2,7;2
2007;middle;Pala14;2,7;2
2007;middle;Pala14;2,7;2
2007;middle;Pala14;2,7;2
2007;middle;Pala14;2,8;2
2007;middle;Pala14;2,8;2
2007;middle;Pala14;2,9;2
2007;middle;Pala14;2,9;2
2007;middle;Pala14;2,9;2
2007;middle;Pala14;3;2
2007;middle;Pala14;3;2
2007;middle;Pala14;3;2
2007;middle;Pala14;3;2
2007;middle;Pala14;3;2
2007;middle;Pala14;3;2
2007;middle;Pala14;3,1;2
2007;middle;Pala14;3,1;2
2007;middle;Pala14;3,2;2
2007;middle;Pala14;3,2;2
2007;middle;Pala14;3,2;2
2007;middle;Pala14;3,2;2
2007;middle;Pala14;3,3;2
2007;middle;Pala14;3,3;2
2007;middle;Pala14;3,4;2
2007;middle;Pala14;3,4;2
2007;middle;Pala14;3,4;2
2007;middle;Pala14;3,6;2
2007;middle;Pala14;3,6;2
2007;middle;Pala14;3,7;2
2007;middle;Pala14;3,7;2
2007;middle;Pala14;4,1;3
2007;middle;Pala14;4,2;2
2007;middle;Pala14;4,4;2
2007;middle;Pala14;4,4;2
2007;middle;Pala14;6,4;3
2007;middle;Pala14;7,3;3
2007;middle;Pala14;9,2;4
2007;middle;Pala14;11,5;7
2007;middle;Pala15;1,7;1
2007;middle;Pala15;2,2;2
2007;middle;Pala15;2,3;2
2007;middle;Pala15;2,4;2
2007;middle;Pala15;2,4;2
2007;middle;Pala15;2,5;2
2007;middle;Pala15;3;2
2007;middle;Pala15;3;2
2007;middle;Pala15;3;2
2007;middle;Pala15;3,2;2
2007;middle;Pala15;3,4;2
2007;middle;Pala15;3,7;2
2007;middle;Pala15;3,8;2
2007;middle;Pala15;3,9;2
2007;middle;Pala15;4,1;2
2007;middle;Pala15;4,2;3
2007;middle;Pala15;4,6;3
2007;middle;Pala15;4,8;3
2007;middle;Pala15;5,4;3
2007;middle;Pala15;6,4;4
2007;middle;Pala15;7,7;4
2007;middle;Pala15;11,7;NA
2007;middle;Pala15;15,6;NA
2007;middle;Pala16;1,4;1
2007;middle;Pala16;2,5;1
2007;middle;Pala16;2,5;2
2007;middle;Pala16;2,9;2
2007;middle;Pala16;3;2
2007;middle;Pala16;3,1;2
2007;middle;Pala16;3,2;2
2007;middle;Pala16;3,3;2
2007;middle;Pala16;3,5;2
2007;middle;Pala16;3,7;2
2007;middle;Pala16;3,8;2
2007;middle;Pala16;5;3
2007;middle;Pala16;10,9;NA
2007;middle;Pala16;12,9;NA
2007;middle;Pala16;13,3;NA
2007;middle;Pala11;1;1
2007;middle;Pala11;1,8;1
2007;middle;Pala11;2,2;2
2007;middle;Pala11;2,2;2
2007;middle;Pala11;2,3;2
2007;middle;Pala11;2,3;2
2007;middle;Pala11;2,4;2
2007;middle;Pala11;2,5;2
2007;middle;Pala11;2,5;2
2007;middle;Pala11;2,5;2
2007;middle;Pala11;2,5;2
2007;middle;Pala11;2,5;2
2007;middle;Pala11;2,5;2
2007;middle;Pala11;2,6;2
2007;middle;Pala11;2,6;2
2007;middle;Pala11;2,7;2
2007;middle;Pala11;2,7;2
2007;middle;Pala11;2,8;2
2007;middle;Pala11;2,8;2
2007;middle;Pala11;2,8;2
2007;middle;Pala11;3;2
2007;middle;Pala11;3;2
2007;middle;Pala11;3,1;2
2007;middle;Pala11;3,2;2
2007;middle;Pala11;3,6;2
2007;middle;Pala11;3,6;2
2007;middle;Pala11;3,6;3
2007;middle;Pala11;3,8;2
2007;middle;Pala11;3,9;2
2007;middle;Pala11;3,9;2
2007;middle;Pala11;4;2
2007;middle;Pala11;4,1;3
2007;middle;Pala11;4,3;2
2007;middle;Pala11;4,7;3
2007;middle;Pala11;5;3
2007;middle;Pala11;8,1;5
2007;middle;Pala11;9,5;NA
2007;middle;Pala11;10;NA
2007;middle;Pala11;10,6;NA
2007;low;36m1;2,2;2
2007;low;36m1;3;2
2007;low;36m1;5,4;4
2007;low;36m1;5,8;4
2007;low;36m1;7,3;NA
2007;low;36m1;8,1;4
2007;low;36m1;8,5;4
2007;low;36m1;10,5;NA
2007;low;36m1;11,9;NA
2007;low;36m1;11,5;6
2007;low;36m1;12,2;NA
2007;low;36m1;11,7;NA
2007;low;36m1;12;NA
2007;low;36m1;NA;NA
2007;low;32m2;2,7;2
2007;low;32m2;3,5;2
2007;low;32m2;2,3;1
2007;low;32m2;3;2
2007;low;32m2;3,4;2
2007;low;32m2;4,2;4
2007;low;32m2;5,2;4
2007;low;32m2;2,6;2
2007;low;32m2;3,5;2
2007;low;32m2;3,7;3
2007;low;32m2;3,8;2
2007;low;32m2;4,5;3
2007;low;32m2;5,8;4
2007;low;32m2;4,4;3
2007;low;32m2;5,5;4
2007;low;32m2;5,5;3
2007;low;32m2;6,6;5
2007;low;32m2;7,1;5
2007;low;32m2;6,6;4
2007;low;32m2;6,5;5
2007;low;32m2;7,6;NA
2007;low;32m2;8,1;5
2007;low;32m2;7,6;6
2007;low;32m2;8,4;7
2007;low;32m2;8,2;4
2007;low;32m2;7,7;5
2007;low;32m2;NA;NA
2007;low;32m2;NA;NA
2007;low;32m2;NA;NA
2007;low;32m2;9,8;5
2007;low;32m2;10;NA
2007;low;32m2;9,9;7
2007;low;32m2;10,5;6
2007;low;32m2;12;7
2007;low;32m2;10,8;7
2007;low;32m2;10;8
2007;low;32m2;11,8;8
2007;low;32m2;11,7;8
2007;low;32m2;10,5;8
2007;low;32m2;13,3;9
2007;low;32m2;11,5;8
2007;low;32m2;10,3;6
2007;low;32m2;15,5;NA
2007;low;32m2;13;10
2007;low;34m3;3,6;2
2007;low;34m3;3,2;2
2007;low;34m3;3,3;2
2007;low;34m3;2,9;3
2007;low;34m3;3,3;2
2007;low;34m3;3;3
2007;low;34m3;3,1;2
2007;low;34m3;2,5;2
2007;low;34m3;3,6;2
2007;low;34m3;2,6;2
2007;low;34m3;2,9;2
2007;low;34m3;2,8;3
2007;low;34m3;3,4;2
2007;low;34m3;4,2;2
2007;low;34m3;2,9;2
2007;low;34m3;4,5;4
2007;low;34m3;2,6;2
2007;low;34m3;3,8;2
2007;low;34m3;2,5;2
2007;low;34m3;2;1
2007;low;34m3;4,2;3
2007;low;34m3;6,7;5
2007;low;34m3;5,9;5
2007;low;34m3;6,5;6
2007;low;34m3;6,6;6
2007;low;34m3;8;6
2007;low;34m3;8;7
2007;low;34m3;8,2;6
2007;low;34m3;9,2;6
2007;low;34m3;8,2;5
2007;low;34m3;7,9;6
2007;low;34m3;8,4;6
2007;low;34m3;10,5;6
2007;low;34m3;12;7
2007;low;34m3;9,3;7
2007;low;34m3;10;7
2007;low;34m3;10;8
2007;low;34m3;10,3;7
2007;low;34m3;11,2;7
2007;low;34m3;11,3;6
2007;low;34m3;11;NA
2007;low;34m3;12,3;NA
2007;low;34m3;12;NA
2007;low;34m3;11,7;9
2007;low;34m3;14,9;NA
2007;low;28m2;7,5;5
2007;low;28m2;9,7;7
2007;low;28m2;7;6
2007;low;28m2;8,3;6
2007;low;28m2;9,1;7
2007;low;28m2;9,7;NA
2007;low;28m2;10,3;7
2007;low;28m2;9,3;6
2007;low;28m2;10,2;7
2007;low;28m2;10,2;7
2007;low;28m2;10,3;NA
2007;low;28m2;11,1;NA
2007;low;28m2;10,8;8
2007;low;28m2;12;7
2007;low;28m2;14,1;NA
2007;low;28m2;12;NA
2007;low;28m2;11,1;NA
2007;low;28m2;8,9;7
2007;low;28m2;11,5;9
2007;low;28m2;11,2;NA
2007;low;28m2;10,5;8
2007;low;28m2;13,7;9
2007;low;28m2;11,2;8
2007;low;28m2;10,8;NA
2007;low;32m1;3,4;2
2007;low;32m1;3,3;2
2007;low;32m1;3,5;2
2007;low;32m1;2,5;1
2007;low;32m1;2,7;2
2007;low;32m1;3,2;3
2007;low;32m1;5,4;4
2007;low;32m1;3,5;3
2007;low;32m1;3,7;3
2007;low;32m1;2,8;2
2007;low;32m1;4,6;4
2007;low;32m1;4,1;3
2007;low;32m1;4,7;4
2007;low;32m1;2,3;1
2007;low;32m1;6,7;NA
2007;low;32m1;6,8;NA
2007;low;32m1;5,8;3
2007;low;32m1;7,6;6
2007;low;32m1;7,3;6
2007;low;32m1;10,2;7
2007;low;32m1;9,7;7
2007;low;32m1;4,3;2
2007;low;32m1;8,3;5
2007;low;32m1;9;7
2007;low;32m1;NA;NA
2007;low;32m1;NA;NA
2007;low;32m1;10,2;8
2007;low;32m1;11,4;7
2007;low;32m1;11,1;7
2007;low;32m1;11;7
2007;low;32m1;9,1;5
2007;low;32m1;10,6;6
2007;low;32m1;10,2;8
2007;low;32m1;11,7;9
2007;low;32m1;13,2;8
2007;low;32m1;12;NA
2007;low;32m1;15;NA
2007;low;32m1;14,3;NA
2007;low;32m1;12,5;8
2007;low;32m1;13,4;NA
2007;low;32m1;13,5;9
2007;low;32m1;17,5;NA
2007;low;32m1;18;12
2007;low;32m1;16,9;NA
2007;low;32m1;10;NA
2007;low;28m3;2,3;2
2007;low;28m3;8,6;6
2007;low;28m3;8,9;7
2007;low;28m3;7,3;6
2007;low;28m3;9,5;7
2007;low;28m3;9;6
2007;low;28m3;8,9;7
2007;low;28m3;9,9;9
2007;low;28m3;9,2;9
2007;low;28m3;10,5;NA
2007;low;28m3;10,4;9
2007;low;28m3;10;NA
2007;low;28m3;10,8;NA
2007;low;28m3;11,6;NA
2007;low;28m3;10,9;8
2007;low;28m3;11,2;10
2007;low;28m3;14,8;NA
2007;low;28m3;17,7;NA
2007;low;28m3;12,2;NA
2007;low;28m3;13,7;NA
2007;low;33m3;3,8;2
2007;low;33m3;3,1;2
2007;low;33m3;3,7;3
2007;low;33m3;3,8;NA
2007;low;33m3;3,7;3
2007;low;33m3;5,2;NA
2007;low;33m3;4,6;6
2007;low;33m3;5,1;3
2007;low;33m3;8,2;5
2007;low;33m3;9,5;NA
2007;low;33m3;9,8;7
2007;low;33m3;3,6;5
2007;low;33m3;2,7;2
2007;low;33m3;3,7;2
2007;low;33m3;2;1
2007;low;33m3;3,4;3
2007;low;33m3;4,3;3
2007;low;33m3;6;4
2007;low;33m3;6,5;5
2007;low;33m3;9,1;6
2007;low;33m3;8,9;5
2007;low;33m3;NA;NA
2007;low;33m3;NA;NA
2007;low;33m3;NA;NA
2007;low;33m3;2,9;2
2007;low;33m3;2,6;2
2007;low;33m3;2,5;2
2007;low;33m3;2,9;2
2007;low;33m3;4,8;3
2007;low;33m3;4,9;3
2007;low;33m3;2,8;2
2007;low;33m3;8,6;6
2007;low;33m3;7,9;2
2007;low;33m3;6,1;NA
2007;low;33m3;10,2;NA
2007;low;33m3;9,8;6
2007;low;33m3;11,5;8
2007;low;33m3;11,5;8
2007;low;33m3;12,8;10
2007;low;33m3;11;9
2007;low;33m3;10,7;8
2007;low;33m3;15,2;11
2007;low;33m3;13;10
2007;low;33m3;14,6;NA
2007;low;33m3;11,9;10
2007;low;33m3;14,2;9
2007;low;33m3;11,5;9
2007;low;33m3;10;6
2007;low;29m1;2,3;1
2007;low;29m1;6,9;5
2007;low;29m1;10,1;7
2007;low;29m1;10,6;NA
2007;low;29m1;10,3;7
2007;low;29m1;11,7;8
2007;low;29m1;13,7;10
2007;low;29m1;6,3;5
2007;low;29m1;7,1;6
2007;low;29m1;14;NA
2007;low;29m1;11;8
2007;low;29m1;11,2;8
2007;low;29m1;14,5;NA
2007;low;29m1;18,1;NA
2007;low;29m1;5,9;4
2007;low;29m1;10,3;NA
2007;low;29m1;NA;NA
2007;low;29m1;8,7;7
2007;low;29m1;11,2;8
2007;low;29m1;17,9;NA
2007;low;33m2;2,8;2
2007;low;33m2;3,5;2
2007;low;33m2;3,2;3
2007;low;33m2;2,9;2
2007;low;33m2;3,7;3
2007;low;33m2;3,2;2
2007;low;33m2;4,9;4
2007;low;33m2;4,3;4
2007;low;33m2;3,5;3
2007;low;33m2;3,5;NA
2007;low;33m2;9;6
2007;low;33m2;7,8;7
2007;low;33m2;11;NA
2007;low;33m2;10;7
2007;low;33m2;9,3;8
2007;low;33m2;3,7;2
2007;low;33m2;3,8;3
2007;low;33m2;3,3;3
2007;low;33m2;3,5;2
2007;low;33m2;3,6;3
2007;low;33m2;3,5;2
2007;low;33m2;4,9;4
2007;low;33m2;4,2;4
2007;low;33m2;5,1;4
2007;low;33m2;3,7;2
2007;low;33m2;7,4;7
2007;low;33m2;9,7;8
2007;low;33m2;11;7
2007;low;33m2;11;9
2007;low;33m2;8,8;8
2007;low;33m2;3,5;2
2007;low;33m2;2,5;2
2007;low;33m2;2,7;2
2007;low;33m2;2,7;2
2007;low;33m2;2,7;2
2007;low;33m2;3,3;3
2007;low;33m2;5,4;4
2007;low;33m2;5;5
2007;low;33m2;3,3;3
2007;low;33m2;NA;NA
2007;low;33m2;NA;NA
2007;low;33m2;NA;NA
2007;low;33m2;7,7;6
2007;low;33m2;9,7;7
2007;low;33m2;8,6;9
2007;low;33m2;9,7;8
2007;low;33m2;11;10
2007;low;33m2;11,2;8
2007;low;33m2;6,1;6
2007;low;33m2;15,3;10
2007;low;33m2;13,8;10
2007;low;33m2;12,2;9
2007;low;33m2;6,9;4
2007;low;33m2;11,6;7
2007;low;33m2;14,4;NA
2007;low;27m1;3;2
2007;low;27m1;6,1;4
2007;low;27m1;8,1;5
2007;low;27m1;11,2;7
2007;low;27m1;10,5;NA
2007;low;27m1;10,4;7
2007;low;27m1;12,7;NA
2007;low;27m1;12,5;NA
2007;low;27m1;12,7;10
2007;low;27m1;12,7;10
2007;low;27m1;10,6;8
2007;low;27m1;10,5;8
2007;low;27m1;12,2;10
2007;low;27m1;10,6;7
2007;low;27m1;13,7;8
2007;low;27m1;12,6;8
2007;low;27m1;14,6;NA
2007;low;27m1;16,1;NA
2007;low;27m1;13,2;10
2007;low;27m1;NA;NA
2007;low;27m1;NA;NA
2007;low;36m3;1,9;2
2007;low;36m3;2,1;3
2007;low;36m3;3,9;5
2007;low;36m3;5,7;5
2007;low;36m3;3,1;4
2007;low;36m3;1,6;2
2007;low;36m3;3,2;4
2007;low;36m3;5,2;5
2007;low;36m3;2,5;3
2007;low;36m3;2,1;4
2007;low;36m3;3,5;5
2007;low;36m3;6,5;6
2007;low;36m3;11;10
2007;low;36m3;11,2;9
2007;low;36m2;2,6;2
2007;low;36m2;9,9;8
2007;low;36m2;13,8;10
2007;low;36m2;4,3;3
2007;low;36m2;11;9
2007;low;36m2;2,3;1
2007;low;36m2;13,2;10
2007;low;32m3;3,4;3
2007;low;32m3;3,4;3
2007;low;32m3;3,3;2
2007;low;32m3;3,3;2
2007;low;32m3;2,5;2
2007;low;32m3;7,5;6
2007;low;32m3;7,3;5
2007;low;32m3;8,7;8
2007;low;32m3;10,5;8
2007;low;32m3;9,4;6
2007;low;32m3;9,8;8
2007;low;32m3;13,4;11
2007;low;32m3;14,9;NA
2007;low;32m3;12,4;8
2007;low;32m3;3,3;2
2007;low;32m3;2,6;2
