year;station;sample;square;species;N.indd;B.mg
2002;3;III-2;245;Pygospio elegans;4;4,0
2002;3;III-2;245;Capitella capitata;9;6,0
2002;3;III-2;245;Paranais littoralis;2;1,0
2002;3;III-2;245;Enchytraeidae gen sp;5;5,0
2002;3;III-2;245;Tubificoides benedeni;26;35,0
2002;3;III-1;30;Onisimus (Pseudalibrotus) litoralis;5;
2002;3;III-3;30;Onisimus (Pseudalibrotus) litoralis;4;
2002;4;IV-2;245;Capitella capitata;19;4,0
2002;4;IV-2;245;Pygospio elegans;3;1,0
2002;4;IV-2;245;Cricotopus sp;2;1,0
2002;4;IV-2;245;Fabricia sabella;38;4,0
2002;4;IV-2;245;Enchytraeidae gen sp;88;20,0
2002;4;IV-1;245;Fabricia sabella;31;
2002;4;IV-1;245;Capitella capitata;17;
2002;4;IV-1;245;Pygospio elegans;14;5,0
2002;4;IV-1;245;Cricotopus sp;6;3,0
2002;4;IV-1;245;Paranais littoralis;9;4,0
2002;4;IV-1;245;Enchytraeidae gen sp;113;48,0
2002;4;IV-3;245;Capitella capitata;22;7,0
2002;4;IV-3;245;Fabricia sabella;63;19,0
2002;4;IV-3;245;Pygospio elegans;15;4,0
2002;4;IV-3;245;Paranais littoralis;2;1,0
2002;4;IV-3;245;Cricotopus sp;6;1,0
2002;4;IV-3;245;Enchytraeidae gen sp;63;10,0
2002;4;IV-3;245;Tubificoides benedeni;65;22,0
2002;4;IV-1;30;Eteone longa;1;77,0
2002;4;IV-3;30;Lineus ruber;2;
2002;4;IV-3;30;Phyllodoce groenlandica;1;
2002;4;IV-2;30;Eteone longa;1;93,0
2002;4;IV-2;30;Scoloplos armiger;1;33,0
2002;5;V-2;245;Capitella capitata;31;7,0
2002;5;V-2;245;Pygospio elegans;94;39,0
2002;5;V-2;245;Fabricia sabella;594;73,0
2002;5;V-2;245;Enchytraeidae gen sp;105;27,0
2002;5;V-2;245;Cricotopus sp;5;3,0
2002;5;V-2;245;Polydora quadrilobata;1;1,0
2002;5;V-2;30;Scoloplos armiger;5;5,0
2002;5;V-1;30;Scoloplos armiger;16;
2002;5;V-1;30;Lineus ruber;14;
2002;5;V-1;30;Nainereis quadricuspida;4;
2002;5;V-1;30;Amphiporus lactifloreus;1;
2002;6;VI-3;245;Cricotopus sp;30;3,0
2002;6;VI-3;245;Fabricia sabella;11;3,0
2002;6;VI-3;245;Pygospio elegans;127;32,0
2002;6;VI-3;245;Capitella capitata;21;6,0
2002;6;VI-1;245;Pygospio elegans;408;52,0
2002;6;VI-1;245;Cricotopus sp;57;6,0
2002;6;VI-1;245;Capitella capitata;29;7,0
2002;6;VI-1;245;Fabricia sabella;55;12,0
2002;6;VI-1;245;Enchytraeidae gen sp;5;3,0
2002;6;VI-2;245;Cricotopus sp;45;
2002;6;VI-2;245;Capitella capitata;16;
2002;6;VI-2;245;Pygospio elegans;47;
2002;6;VI-2;245;Fabricia sabella;9;
2002;6;VI-2;245;microphtalmus sczelkovii;4;
2002;6;VI-1;30;Tubificoides benedeni;1;1,0
2002;6;VI-1;30;Tubifex costatus;1;1,0
2002;6;VI-3;30;Eteone longa;1;20,0
2002;6;VI-2;30;Arenicola marina;2;33,0
2002;6;VI-2;30;Onisimus (Pseudalibrotus) litoralis;2;
2002;6;VI-2;30;Hyale prevosti;1;
2002;6;VI-1;30;Onisimus (Pseudalibrotus) litoralis;3;
2002;6;VI-3;30;Onisimus (Pseudalibrotus) litoralis;5;
2002;7;VII-3;245;Tubificoides benedeni;54;87,0
2002;7;VII-3;245;Enchytraeidae gen sp;94;37,0
2002;7;VII-3;245;Eteone longa;1;1,0
2002;7;VII-3;245;Fabricia sabella;168;14,0
2002;7;VII-3;245;Capitella capitata;52;15,0
2002;7;VII-3;245;Pygospio elegans;77;12,0
2002;7;VII-3;245;Polydora quadrilobata;2;1,0
2002;7;VII-3;245;Cricotopus sp;1;0,5
2002;7;VII-3;30;Onoba aculeas;1;1,0
2002;7;VII-3;30;Nainereis quadricuspida;2;
2002;7;VII-3;30;Scoloplos armiger;1;
2002;7;VII-3;30;Capitella capitata;11;
2002;7;VII-3;30;Polydora quadrilobata;2;
2002;7;VII-3;30;Pygospio elegans;1;
2002;7;VII-2;30;Onisimus (Pseudalibrotus) litoralis;1;
2002;7;VII-3;30;Onisimus (Pseudalibrotus) litoralis;1;
2002;8;VIII-1;245;Cricotopus sp;4;2,0
2002;8;VIII-1;30;Nainereis quadricuspida;2;5,0
2002;8;VIII-1;245;Pygospio elegans;33;30,0
2002;8;VIII-1;245;Enchytraeidae gen sp;114;40,0
2002;8;VIII-1;245;Capitella capitata;43;11,0
2002;8;VIII-1;245;Lineus ruber;3;14,0
2002;8;VIII-1;245;Nicomache lumbricalis;1;1,0
2002;8;VIII-1;245;Fabricia sabella;287;48,0
2002;8;VIII-1;245;Tubificoides benedeni;8;9,0
2002;8;VIII-1;245;Clitellio arenarius;1;2,0
2002;8;VIII-2;245;Pygospio elegans;60;18,0
2002;8;VIII-2;245;Capitella capitata;103;15,0
2002;8;VIII-2;245;Lineus ruber;4;13,0
2002;8;VIII-2;30;Nainereis quadricuspida;3;7,0
2002;8;VIII-2;245;Fabricia sabella;467;53,0
2002;8;VIII-2;245;Enchytraeidae gen sp;90;17,0
2002;8;VIII-2;245;Tubificoides benedeni;149;125,0
2002;8;VIII-2;245;Clitellio arenarius;15;8,0
2002;8;VIII-3;245;Lineus ruber;2;
2002;8;VIII-3;245;Pygospio elegans;17;
2002;8;VIII-3;245;Capitella capitata;107;
2002;8;VIII-3;245;Phyllodoce groenlandica;1;
2002;8;VIII-3;245;Cricotopus sp;6;
2002;8;VIII-3;245;Fabricia sabella;439;
2002;8;VIII-1;30;Scoloplos armiger;4;44,0
2002;8;VIII-2;30;Scoloplos armiger;10;11,0
2002;8;VIII-3;30;Scoloplos armiger;5;
2002;8;VIII-2;30;Onisimus (Pseudalibrotus) litoralis;1;
2002;8;VIII-3;30;Hyale prevosti;1;
2003;1;I-1;30;Phyllodoce groenlandica;1;
2003;1;I-1;30;Nemertini;2;
2003;1;I-1;30;Lineus ruber;10;150,0
2003;1;I-1;30;Scoloplos armiger;22;640,0
2003;1;I-1;30;Cladophora fracta;;49,6
2003;1;I-1;30;Styctiosiphon;;12,4
2003;1;I-1;30;Littorina saxatilis;2;6,0
2003;1;I-1;30;Hydrobia ulvae;1;4,0
2003;1;I-1;30;Turtonia minuta;1;3,0
2003;1;I-1;30;Mytilus edulis;60;7600,0
2003;1;I-1;30;Mya arenaria;1;32,0
2003;1;I-1;30;Cerastoderma edule;1;2450,0
2003;1;I-2;30;Littorina saxatilis;2;7,0
2003;1;I-2;30;Scoloplos armiger;19;144,0
2003;1;I-2;30;Nainereis quadricuspida;1;
2003;1;I-2;30;Lineus ruber;13;208,0
2003;1;I-2;30;Cladophora rupestris;;18,0
2003;1;I-2;30;Styctiosiphon;;11,0
2003;1;I-2;30;Mytilus edulis;61;10200,0
2003;1;I-2;30;Macoma balthica;2;439,0
2003;1;I-3;30;Mytilus edulis;18;1600,0
2003;1;I-3;30;Scoloplos armiger;43;770,0
2003;1;I-3;30;Nainereis quadricuspida;2;
2003;1;I-3;30;Lineus ruber;10;242,0
2003;1;I-3;30;Nemertini;2;
2003;1;I-3;30;Styctiosiphon;;22,0
2003;1;I-3;30;Phyllodoce groenlandica;1;
2003;1;I-3;30;Cladophora fracta;;12,0
2003;1;I-1;30;Mya arenaria;1;320,0
2003;2;II-1;245;Cricotopus sp;4;1,0
2003;2;II-1;245;Pygospio elegans;260;134,0
2003;2;II-3;245;Pygospio elegans;70;37,0
2003;2;II-2;245;Cricotopus sp;5;1,0
2003;2;II-2;245;Pygospio elegans;31;19,0
2003;2;II-1;30;Macoma balthica;1;96,0
2003;2;II-3;30;Cerastoderma edule;1;
2003;2;II-3;30;Skeneopsis planorbis;1;2,0
2003;2;II-3;30;Onisimus (Pseudalibrotus) litoralis;1;51,0
2003;2;II-2;30;Mytilus edulis;1;174,0
2003;3;III-2;30;Cerastoderma edule;1;4200,0
2003;3;III-2;30;Mytilus edulis;3;694,0
2003;3;III-2;30;Macoma balthica;6;416,0
2003;3;III-2;30;Mya arenaria;1;105,0
2003;3;III-2;30;Onisimus (Pseudalibrotus) litoralis;2;58,0
2003;3;III-2;30;Scoloplos armiger;2;522,0
2003;3;III-2;30;Arenicola marina;1;26,0
2003;3;III-3;30;Mytilus edulis;1;284,0
2003;3;III-3;30;Macoma balthica;2;534,0
2003;3;III-3;30;Gammarus sp;1;4,0
2003;3;III-3;30;Lineus ruber;1;36,0
2003;3;III-3;30;Scoloplos armiger;1;51,0
2003;3;III-3;30;Styctiosiphon;;124,0
2003;3;III-3;30;Cladophora fracta;;10,0
2003;3;III-1;30;Scoloplos armiger;2;266,0
2003;3;III-1;30;Styctiosiphon;;767,0
2003;3;III-1;30;Lineus ruber;2;19,0
2003;3;III-1;30;Macoma balthica;1;238,0
2003;3;III-1;30;Mya arenaria;1;254,0
2003;3;III-1;30;Gammarus sp;11;29,0
2003;3;III-2;30;Mya arenaria;1;416,0
2003;3;III-1;30;Mya arenaria;1;252,0
2003;4;IV-2;245;Cricotopus sp;6;2,0
2003;4;IV-2;245;Pygospio elegans;4;4,0
2003;4;IV-3;245;Cricotopus sp;3;2,0
2003;4;IV-3;245;Pygospio elegans;8;3,0
2003;4;IV-1;245;Cricotopus sp;5;2,0
2003;4;IV-1;245;Pygospio elegans;11;6,0
2003;4;IV-2;30;Cerastoderma edule;1;5400,0
2003;4;IV-3;30;Macoma balthica;2;238,0
2003;4;IV-1;30;Macoma balthica;2;2200,0
2003;4;IV-1;30;Onisimus (Pseudalibrotus) litoralis;2;10,0
2003;4;IV-1;30;Styctiosiphon;;3,0
2003;4;IV-1;30;Scoloplos armiger;1;223,0
2003;5;V-3;245;Polydora quadrilobata;1;1,0
2003;5;V-2;245;Polydora quadrilobata;1;1,0
2003;5;V-1;30;Mytilus edulis;23;5700,0
2003;5;V-1;30;Littorina saxatilis;3;11,0
2003;5;V-1;30;Macoma balthica;1;122,0
2003;5;V-1;30;Lineus ruber;5;42,0
2003;5;V-1;30;Scoloplos armiger;1;27,0
2003;5;V-1;30;Ilea zosterifolia;;27,0
2003;5;V-3;30;Mytilus edulis;30;9800,0
2003;5;V-3;30;Littorina saxatilis;4;253,0
2003;5;V-3;30;Ilea zosterifolia;;43,0
2003;5;V-3;30;Lineus ruber;7;64,0
2003;5;V-3;30;Scoloplos armiger;8;426,0
2003;5;V-2;30;Mytilus edulis;19;2200,0
2003;5;V-2;30;Mya arenaria;1;162,0
2003;5;V-2;30;Macoma balthica;2;1700,0
2003;5;V-2;30;Lineus ruber;20;328,0
2003;5;V-2;30;Scoloplos armiger;28;519,0
2003;5;V-2;30;Nainereis quadricuspida;2;28,0
2003;5;V-2;30;Mya arenaria;1;162,0
2003;6;VI-2;245;Cricotopus sp;12;2,0
2003;6;VI-2;245;Pygospio elegans;105;69,0
2003;6;VI-3;245;Cricotopus sp;12;2,0
2003;6;VI-3;245;Pygospio elegans;108;57,0
2003;6;VI-3;245;Fabriciinae;1;1,0
2003;6;VI-1;245;Cricotopus sp;19;3,0
2003;6;VI-1;245;Pygospio elegans;95;61,0
2003;6;VI-2;30;Arenicola marina;1;81,0
2003;6;VI-2;30;Onisimus (Pseudalibrotus) litoralis;1;8,0
2003;6;VI-2;30;Macoma balthica;4;1600,0
2003;6;VI-3;30;Onisimus (Pseudalibrotus) litoralis;2;13,0
2003;6;VI-3;30;Scoloplos armiger;1;9,0
2003;6;VI-3;30;Macoma balthica;1;804,0
2003;6;VI-1;30;Cerastoderma edule;1;2000,0
2003;6;VI-1;30;Macoma balthica;1;72,0
2003;7;VII-1;245;Pygospio elegans;25;19,0
2003;7;VII-1;245;Cricotopus sp;12;3,0
2003;7;VII-1;245;Polydora quadrilobata;1;1,0
2003;7;VII-3;245;Cricotopus sp;17;3,0
2003;7;VII-3;245;Polydora quadrilobata;1;11,0
2003;7;VII-3;245;Pygospio elegans;16;16,0
2003;7;VII-2;245;Pygospio elegans;30;19,0
2003;7;VII-2;245;Polydora quadrilobata;6;22,0
2003;7;VII-2;245;Cricotopus sp;11;2,0
2003;7;VII-1;30;Lineus ruber;2;22,0
2003;7;VII-1;30;Scoloplos armiger;2;149,0
2003;7;VII-1;30;Macoma balthica;3;695,0
2003;7;VII-3;30;Macoma balthica;4;1140,0
2003;7;VII-3;30;Scoloplos armiger;14;1120,0
2003;7;VII-3;30;Onisimus (Pseudalibrotus) litoralis;1;4,0
2003;7;VII-3;30;Lineus ruber;2;78,0
2003;7;VII-2;30;Macoma balthica;4;2500,0
2003;7;VII-2;30;Mya arenaria;1;80,0
2003;7;VII-2;30;Scoloplos armiger;5;207,0
2003;7;VII-2;30;Lineus ruber;5;69,0
2003;7;VII-2;30;Nemertini;1;6,0
2003;7;VII-2;30;Mya arenaria;1;80,0
2003;8;VIII-3;245;Cricotopus sp;7;2,0
2003;8;VIII-3;245;Pygospio elegans;5;5,0
2003;8;VIII-1;245;Cricotopus sp;13;2,0
2003;8;VIII-1;245;Pygospio elegans;10;8,0
2003;8;VIII-2;30;Mytilus edulis;34;7800,0
2003;8;VIII-2;30;Mya arenaria;1;104,0
2003;8;VIII-2;30;Littorina saxatilis;3;58,0
2003;8;VIII-2;30;Scoloplos armiger;6;90,0
2003;8;VIII-2;30;Phyllodoce groenlandica;1;70,0
2003;8;VIII-2;30;Lineus ruber;6;74,0
2003;8;VIII-3;30;Mytilus edulis;19;2350,0
2003;8;VIII-3;30;Macoma balthica;1;822,0
2003;8;VIII-3;30;Littorina saxatilis;2;15,0
2003;8;VIII-3;30;Scoloplos armiger;4;355,0
2003;8;VIII-3;30;Travisia forbesii;1;72,0
2003;8;VIII-3;30;Lineus ruber;1;11,0
2003;8;VIII-1;30;Mytilus edulis;28;9150,0
2003;8;VIII-2;30;Mya arenaria;1;104,0
2004;3;III-3;245;Cricotopus sp;55;5
2004;3;III-3;245;Pygospio elegans;106;33
2004;3;III-3;245;Tubificoides benedeni;77;127
2004;3;III-3;245;Enchytraeidae gen sp;234;85
2004;3;III-3;30;Capitella capitata;29;7
2004;3;III-3;245;Paranais littoralis;31;5
2004;3;III-3;245;Fabricia sabella;838;185
2004;3;III-3;30;Scoloplos armiger;2;360
2004;3;III-3;245;Tubifex costatus;3;2
2004;3;III-3;30;Onisimus (Pseudalibrotus) litoralis;1;44
2004;3;III-3;30;Macoma balthica;1;500
2004;3;III-1;245;Cricotopus sp;10;4
2004;3;III-1;245;Pygospio elegans;196;69
2004;3;III-1;245;Enchytraeidae gen sp;248;81
2004;3;III-1;245;Fabricia sabella;731;186
2004;3;III-1;30;Capitella capitata;10;5
2004;3;III-1;30;Cerastoderma edule;1;6200
2004;3;III-1;245;Tubificoides benedeni;110;199
2004;3;III-1;245;Paranais littoralis;3;2
2004;3;III-1;245;Oligochaeta;-;-
2004;3;III-1;30;Macoma balthica;4;700
2004;3;III-1;30;Scoloplos armiger;2;209
2004;3;III-1;30;Lineus ruber;1;3
2004;3;III-1;30;Onisimus (Pseudalibrotus) litoralis;1;5
2004;3;III-2;245;Fabricia sabella;497;192
2004;3;III-2;245;Enchytraeidae gen sp;87;23
2004;3;III-2;245;Tubificoides benedeni;51;55
2004;3;III-2;245;Pygospio elegans;80;34
2004;3;III-2;30;Capitella capitata;17;18
2004;3;III-2;245;Paranais littoralis;3;3
2004;3;III-2;245;Oligochaeta;17;-
2004;3;III-2;245;Cricotopus sp;13;3
2004;3;III-2;245;Clitellio arenarius;1;1
2004;3;III-2;30;Scoloplos armiger;1;19
2004;3;III-2;30;Arenicola marina;1;22
2004;3;III-2;30;Gammarus sp;1;12
2004;3;III-2;30;Onisimus (Pseudalibrotus) litoralis;2;10
2004;3;III-2;30;Macoma balthica;2;600
2004;2;II-3;245;Pygospio elegans;249;149
2004;2;II-3;30;Capitella capitata;42;40
2004;2;II-3;245;Paranais littoralis;16;3
2004;2;II-3;245;Enchytraeidae gen sp;5;4
2004;2;II-3;245;Cricotopus sp;14;3
2004;2;II-3;245;Tubificoides benedeni;2;2
2004;2;II-3;30;Nemertini;1;1
2004;2;II-3;30;Onisimus (Pseudalibrotus) litoralis;1;9,8
2004;2;II-3;245;Tubifex costatus;1;1
2004;2;II-1;245;Pygospio elegans;48;32
2004;2;II-1;30;Capitella capitata;7;15
2004;2;II-1;30;Nemertini;1;1
2004;2;II-1;245;Enchytraeidae gen sp;2;3
2004;2;II-1;245;Paranais littoralis;3;1
2004;2;II-1;245;Tubificoides benedeni;11;18
2004;2;II-1;245;Cricotopus sp;5;2
2004;2;II-1;245;Tubifex costatus;2;4
2004;2;II-1;30;Onisimus (Pseudalibrotus) litoralis;2;10
2004;2;II-2;245;Pygospio elegans;196;86
2004;2;II-2;30;Capitella capitata;54;48
2004;2;II-2;245;Paranais littoralis;2;1
2004;2;II-2;245;Enchytraeidae gen sp;17;11
2004;2;II-2;245;Cricotopus sp;13;7
2004;2;II-2;245;Tubificoides benedeni;3;3
2004;2;II-2;245;Tubifex costatus;1;1
2004;2;II-2;30;Littorina saxatilis;1;1
2004;1;I-3;30;Lineus ruber;4;47
2004;1;I-3;245;Cricotopus sp;3;2
2004;1;I-3;245;Fabricia sabella;406;107
2004;1;I-3;245;Enchytraeidae gen sp;26;7
2004;1;I-3;245;Pygospio elegans;25;12
2004;1;I-3;30;Capitella capitata;43;33
2004;1;I-3;245;Polydora quadrilobata;1;1
2004;1;I-3;245;Tubificoides benedeni;212;36
2004;1;I-3;245;Oligochaeta;4;4
2004;1;I-3;245;Paranais littoralis;6;4
2004;1;I-3;245;Oligochaeta;5;3
2004;1;I-3;30;Scoloplos armiger;8;219
2004;1;I-3;30;Littorina saxatilis;7;47
2004;1;I-3;30;Gammarus sp;1;2
2004;1;I-3;30;Mytilus edulis;13;9700
2004;1;I-3;30;Macoma balthica;3;2,8
2004;1;I-2;245;Cricotopus sp;6;2
2004;1;I-2;245;Pygospio elegans;40;25
2004;1;I-2;245;Paranais littoralis;22;3
2004;1;I-2;30;Scoloplos armiger;14;494
2004;1;I-2;245;Polydora quadrilobata;6;5
2004;1;I-2;30;Capitella capitata;13;3
2004;1;I-2;245;Fabricia sabella;581;148
2004;1;I-2;245;Tubificoides benedeni;132;219
2004;1;I-2;30;Enchytraeidae gen sp;61;23
2004;1;I-2;245;Oligochaeta;46;-
2004;1;I-2;245;Tubifex costatus;9;13
2004;1;I-2;245;Clitellio arenarius;43;104
2004;1;I-2;30;Lineus ruber;4;32
2004;1;I-2;30;Phyllodoce groenlandica;1;23
2004;1;I-2;30;Littorina saxatilis;8;44
2004;1;I-2;30;Macoma balthica;1;432
2004;1;I-2;30;Mytilus edulis;34;17200
2004;1;I-1;245;Pygospio elegans;11;3
2004;1;I-1;245;Enchytraeidae gen sp;64;27
2004;1;I-1;245;Oligochaeta;12;12
2004;1;I-1;245;Paranais littoralis;25;4
2004;1;I-1;30;Scoloplos armiger;4;99
2004;1;I-1;245;Cricotopus sp;3;2
2004;1;I-1;30;Mytilus edulis;38;24500
2004;1;I-1;245;Fabricia sabella;178;61
2004;1;I-1;245;Clitellio arenarius;28;111
2004;1;I-1;30;Tubificoides benedeni;61;118
2004;1;I-1;30;Capitella capitata;1;1
2004;1;I-1;245;Tubifex costatus;6;7
2004;1;I-1;30;Gammarus sp;2;3
2004;1;I-1;30;Littorina saxatilis;31;300
2004;1;I-1;30;Macoma balthica;2;1600
2004;1;I-1;30;Cerastoderma edule;1;4700
2005;2;II-2;245;Pygospio elegans;67;43
2005;2;II-2;30;Capitella capitata;6;6
2005;2;II-2;245;Cricotopus sp;4;2
2005;2;II-2;245;Tubificoides benedeni;5;14
2005;2;II-2;245;Enchytraeidae gen sp;8;10
2005;2;II-2;245;Fabricia sabella;2;2
2005;2;II-2;30;Onisimus (Pseudalibrotus) litoralis;9;171
2005;2;II-1;245;Cricotopus sp;3;2
2005;2;II-1;245;Tubifex costatus;4;4
2005;2;II-1;30;Capitella capitata;8;120
2005;2;II-1;245;Pygospio elegans;14;12
2005;2;II-1;30;Macoma balthica;1;300
2005;2;II-3;245;Pygospio elegans;391;189
2005;2;II-3;30;Capitella capitata;15;12
2005;2;II-3;245;Enchytraeidae gen sp;26;10
2005;2;II-3;245;Cricotopus sp;25;10
2005;2;II-3;245;Paranais littoralis;4;3
2005;2;II-3;245;Tubificoides benedeni;4;3
2005;2;II-3;30;Onisimus (Pseudalibrotus) litoralis;1;19
2005;2;II-1;30;Onisimus (Pseudalibrotus) litoralis;3;57
2005;2;II-1;30;Gammarus sp;1;6
2005;1;I-1;30;Scoloplos armiger;16;351
2005;1;I-1;30;Lineus ruber;2;31
2005;1;I-1;30;Mytilus edulis;10;78
2005;1;I-1;30;Littorina saxatilis;6;41
2005;1;I-1;245;Cricotopus sp;42;4
2005;1;I-1;245;Fabricia sabella;570;100
2005;1;I-1;245;Enchytraeidae gen sp;87;25
2005;1;I-1;245;Pygospio elegans;51;25
2005;1;I-1;30;Capitella capitata;2;1
2005;1;I-1;245;Paranais littoralis;12;3
2005;1;I-1;245;Tubificoides benedeni;138;138
2005;1;I-1;245;Polydora quadrilobata;1;1
2005;1;I-1;30;Amphiporus lactifloreus;1;1
2005;1;I-1;245;Clitellio arenarius;8;16
2005;1;I-1;245;Tubifex costatus;9;3
2005;1;I-1;245;Olygochaeta long sick;8;4
2005;1;I-1;30;Macoma balthica;1;1100
2005;1;I-2;30;Lineus sp;1;6
2005;1;I-2;30;Scoloplos armiger;13;340
2005;1;I-2;245;Cricotopus sp;48;4
2005;1;I-2;30;Mytilus edulis;10;7900
2005;1;I-2;30;Littorina saxatilis;7;45
2005;1;I-2;245;Polydora quadrilobata;18;15
2005;1;I-2;245;Pygospio elegans;48;20
2005;1;I-2;245;Enchytraeidae gen sp;30;7
2005;1;I-2;245;Tubificoides benedeni;108;130
2005;1;I-2;245;Olygochaeta long sick;48;13
2005;1;I-2;245;Paranais littoralis;4;3
2005;1;I-2;245;Fabricia sabella;308;90
2005;1;I-2;245;Eteone longa;1;1
2005;1;I-2;30;Capitella capitata;5;5
2005;1;I-2;245;Clitellio arenarius;19;43
2005;1;I-2;245;Tubifex costatus;13;12
2005;1;I-2;30;Macoma balthica;1;400
2005;1;I-3;30;Littorina saxatilis;8;31
2005;1;I-3;30;Mytilus edulis;26;19100
2005;1;I-3;245;Cricotopus sp;28;3
2005;1;I-3;245;Fabricia sabella;338;110
2005;1;I-3;30;Scoloplos armiger;7;309
2005;1;I-3;245;Pygospio elegans;27;26
2005;1;I-3;245;Polydora quadrilobata;1;1
2005;1;I-3;245;Enchytraeidae gen sp;103;35
2005;1;I-3;245;Clitellio arenarius;60;150
2005;1;I-3;245;Tubificoides benedeni;60;85
2005;1;I-3;245;Tubifex costatus;20;30
2005;1;I-3;245;Olygochaeta long sick;25;6
2005;1;I-3;30;Capitella capitata;3;2
2005;1;I-3;245;Paranais littoralis;5;2
2005;1;I-3;30;Jaera sp;3;3
2005;1;I-3;30;Turtonia minuta;1;2
2005;3;III-3;245;Cricotopus sp;29;2
2005;3;III-3;245;Fabricia sabella;432;121
2005;3;III-3;30;Hyale prevosti;1;3
2005;3;III-3;30;Littorina saxatilis;3;6
2005;3;III-3;30;Jaera sp;1;2
2005;3;III-3;245;Pygospio elegans;89;22
2005;3;III-3;30;Scoloplos armiger;4;3
2005;3;III-3;245;Polydora quadrilobata;3;5
2005;3;III-3;245;Enchytraeidae gen sp;94;24
2005;3;III-3;245;Tubifex costatus;32;25
2005;3;III-3;30;Capitella capitata;14;8
2005;3;III-3;245;Paranais littoralis;4;3
2005;3;III-3;245;Clitellio arenarius;20;37
2005;3;III-3;245;Tubificoides benedeni;49;42
2005;3;III-3;245;Olygochaeta long sick;6;4
2005;3;III-3;30;Onisimus (Pseudalibrotus) litoralis;1;44
2005;3;III-3;30;Macoma balthica;3;1100
2005;3;III-3;30;Mytilus edulis;2;25
2005;3;III-2;245;Fabricia sabella;989;91
2005;3;III-2;245;Pygospio elegans;89;31
2005;3;III-2;245;Cricotopus sp;58;4
2005;3;III-2;30;Mytilus edulis;8;400
2005;3;III-2;245;Enchytraeidae gen sp;100;26
2005;3;III-2;245;Paranais littoralis;20;5
2005;3;III-2;30;Scoloplos armiger;51;17
2005;3;III-2;30;Capitella capitata;11;4
2005;3;III-2;245;Tubificoides benedeni;50;52
2005;3;III-2;30;Lineus ruber;3;82
2005;3;III-2;245;Tubifex costatus;22;14
2005;3;III-2;245;Clitellio arenarius;14;43
2005;3;III-2;30;Macoma balthica;3;1100
2005;3;III-1;245;Fabricia sabella;427;131
2005;3;III-1;245;Enchytraeidae gen sp;61;19
2005;3;III-1;245;Tubifex costatus;18;16
2005;3;III-1;245;Clitellio arenarius;8;12
2005;3;III-1;30;Capitella capitata;25;13
2005;3;III-1;245;Tubificoides benedeni;36;29
2005;3;III-1;30;Scoloplos armiger;4;18
2005;3;III-1;245;Olygochaeta long sick;1;2
2005;3;III-1;245;Pygospio elegans;80;30
