year;species;samples;Length.mm;tidal_area
2002;Macoma balthica;VII-1;11,0;
2002;Macoma balthica;VII-1;6,2;
2002;Macoma balthica;VII-1;3,3;
2002;Macoma balthica;VII-1;4,9;
2002;Macoma balthica;VII-1;6,3;
2002;Macoma balthica;VII-2;5,7;
2002;Macoma balthica;VII-2;8,2;
2002;Macoma balthica;VII-3;13,8;
2002;Macoma balthica;VIII-1;9,1;
2002;Macoma balthica;VIII-1;10,1;
2002;Macoma balthica;VIII-1;10,1;
2002;Macoma balthica;VIII-1;9,0;
2002;Macoma balthica;VIII-1;9,1;
2002;Macoma balthica;VIII-1;11,2;
2002;Macoma balthica;VIII-2;2,6;
2002;Macoma balthica;VIII-3;17,7;
2002;Macoma balthica;VIII-3;13,5;
2002;Macoma balthica;VIII-3;18,8;
2003;Macoma balthica;I-2;12,8;
2003;Macoma balthica;I-2;7,5;
2003;Macoma balthica;V-1;9,8;
2003;Macoma balthica;V-2;17,3;
2003;Macoma balthica;V-2;13,5;
2003;Macoma balthica;VIII-3;16,0;
2003;Macoma balthica;IV-3;8,7;
2003;Macoma balthica;IV-3;9,5;
2003;Macoma balthica;IV-1;16,8;
2003;Macoma balthica;IV-1;17,2;
2003;Macoma balthica;VII-1;11,8;
2003;Macoma balthica;VII-1;9,0;
2003;Macoma balthica;VII-1;11,2;
2003;Macoma balthica;VII-3;12,6;
2003;Macoma balthica;VII-3;10,6;
2003;Macoma balthica;VII-3;13,3;
2003;Macoma balthica;VII-3;10,0;
2003;Macoma balthica;VII-2;14,7;
2003;Macoma balthica;VII-2;11,7;
2003;Macoma balthica;VII-2;10,5;
2003;Macoma balthica;VII-2;19,9;
2003;Macoma balthica;II-1;8,1;
2003;Macoma balthica;VI-2;9,2;
2003;Macoma balthica;VI-2;10,5;
2003;Macoma balthica;VI-2;17,8;
2003;Macoma balthica;VI-2;7,6;
2003;Macoma balthica;VI-3;16,8;
2003;Macoma balthica;VI-1;7,6;
2003;Macoma balthica;III-2;5,9;
2003;Macoma balthica;III-2;7,8;
2003;Macoma balthica;III-2;9,4;
2003;Macoma balthica;III-2;12,0;
2003;Macoma balthica;III-2;7,5;
2003;Macoma balthica;III-2;12,1;
2003;Macoma balthica;III-3;12,1;
2003;Macoma balthica;III-3;12,1;
2003;Macoma balthica;III-1;10,8;
2003;Macoma balthica;M-20;18,7;
2003;Macoma balthica;M-20;8,2;
2003;Macoma balthica;M-20;7,3;
2003;Macoma balthica;M-20;9,8;
2003;Macoma balthica;M-20;10,1;
2003;Macoma balthica;M-20;12,8;
2003;Macoma balthica;M-20;16,3;
2003;Macoma balthica;M-20;14,2;
2003;Macoma balthica;M-20;16,3;
2003;Macoma balthica;M-20;14,0;
2003;Macoma balthica;M-19;9,3;
2003;Macoma balthica;M-19;11,1;
2003;Macoma balthica;M-19;6,7;
2003;Macoma balthica;M-19;15,6;
2003;Macoma balthica;M-19;11,7;
2003;Macoma balthica;M-19;7,8;
2003;Macoma balthica;M-19;11,3;
2003;Macoma balthica;M-19;19,2;
2003;Macoma balthica;M-21;16,2;
2003;Macoma balthica;M-21;18,0;
2003;Macoma balthica;M-21;8,1;
2003;Macoma balthica;M-21;15,7;
2003;Macoma balthica;M-21;2,4;
2003;Macoma balthica;M-21;10,6;
2003;Macoma balthica;M-21;2,7;
2003;Macoma balthica;M-21;17,9;
2003;Macoma balthica;M-21;18,8;
2003;Macoma balthica;M-21;8,9;
2003;Macoma balthica;M-21;16,4;
2003;Macoma balthica;M-21;17,2;
2003;Macoma balthica;M-21;9,9;
2003;Macoma balthica;M-21;7,2;
2003;Macoma balthica;M-25;17,2;
2003;Macoma balthica;M-25;10;
2003;Macoma balthica;M-25;18,8;
2003;Macoma balthica;M-25;19,2;
2003;Macoma balthica;M-22;13,1;
2003;Macoma balthica;M-22;9,8;
2003;Macoma balthica;M-22;12,1;
2003;Macoma balthica;M-22;11,7;
2003;Macoma balthica;M-22;7;
2003;Macoma balthica;M-22;17,5;
2002;Macoma balthica;kach;7,1;
2002;Macoma balthica;kach;7;
2002;Macoma balthica;kach;6,8;
2002;Macoma balthica;kach;7,5;
2002;Macoma balthica;kach;4,1;
2003;Macoma balthica;kach;11,0;
2003;Macoma balthica;kach;13,2;
2003;Macoma balthica;kach;18,2;
2003;Macoma balthica;kach;18,4;
2003;Macoma balthica;kach;15,3;
2003;Macoma balthica;kach;11,0;
2003;Macoma balthica;kach;15,6;
2003;Macoma balthica;kach;9,9;
2003;Macoma balthica;kach;13,8;
2003;Macoma balthica;kach;13,3;
2003;Macoma balthica;kach;16,5;
2003;Macoma balthica;kach;15,6;
2003;Macoma balthica;kach;17,1;
2003;Macoma balthica;kach;17,2;
2003;Macoma balthica;kach;16,6;
2003;Macoma balthica;kach;12,4;
2003;Macoma balthica;kach;16,8;
2003;Macoma balthica;kach;9,6;
2003;Macoma balthica;kach;15,5;
2003;Macoma balthica;kach;15,7;
2003;Macoma balthica;kach;10,5;
2003;Macoma balthica;kach;13,3;
2003;Macoma balthica;kach;10,1;
2003;Macoma balthica;kach;11,3;
2003;Macoma balthica;kach;8,0;
2003;Macoma balthica;kach;8,0;
2003;Macoma balthica;kach;10,6;
2003;Macoma balthica;kach;10,2;
2003;Macoma balthica;kach;9,8;
2003;Macoma balthica;kach;11,2;
2003;Macoma balthica;kach;10,7;
2003;Macoma balthica;kach;11,2;
2003;Macoma balthica;kach;9,0;
2003;Macoma balthica;kach;14,3;
2003;Macoma balthica;kach;15,4;
2003;Macoma balthica;kach;9,2;
2003;Macoma balthica;kach;11,5;
2003;Macoma balthica;kach;17,5;
2005;Macoma balthica;M-1;11,0;
2005;Macoma balthica;M-3;13,0;
2005;Macoma balthica;M-3;13,6;
2005;Macoma balthica;M-4;18,6;
2005;Macoma balthica;M-5;14,5;
2005;Macoma balthica;I-1;16,2;
2005;Macoma balthica;I-2;11,7;
2005;Macoma balthica;M-13;14,3;
2005;Macoma balthica;M-13;11,3;
2005;Macoma balthica;M-13;17,6;
2005;Macoma balthica;M-15;10,2;
2005;Macoma balthica;M-15;15,6;
2005;Macoma balthica;M-15;12,5;
2005;Macoma balthica;M-15;12,5;
2005;Macoma balthica;M-15;13,8;
2005;Macoma balthica;M-15;11,7;
2005;Macoma balthica;M-14;16,1;
2005;Macoma balthica;M-14;12,1;
2005;Macoma balthica;M-14;14,5;
2005;Macoma balthica;M-14;12,8;
2005;Macoma balthica;M-14;14,8;
2005;Macoma balthica;M-14;12,3;
2005;Macoma balthica;M-14;10,6;
2005;Macoma balthica;M-16;19,0;
2005;Macoma balthica;M-16;13,3;
2005;Macoma balthica;III-3;13,7;
2005;Macoma balthica;III-3;12,7;
2005;Macoma balthica;III-3;12,6;
2005;Macoma balthica;III-2;16,0;
2005;Macoma balthica;III-2;9,4;
2005;Macoma balthica;III-2;9,6;
2005;Macoma balthica;III-1;11,4;
2005;Macoma balthica;M-18;14,0;
2005;Macoma balthica;M-19;12,3;
2005;Macoma balthica;M-19;18,1;
2005;Macoma balthica;M-19;12,0;
2005;Macoma balthica;M-20;10,1;
2005;Macoma balthica;M-20;16,6;
2005;Macoma balthica;M-20;14,0;
2005;Macoma balthica;M-20;14,7;
2005;Macoma balthica;M-21;18,0;
2005;Macoma balthica;M-21;16,2;
2005;Macoma balthica;M-21;15,2;
2005;Macoma balthica;M-21;14,5;
2005;Macoma balthica;M-21;15,0;
2005;Macoma balthica;M-21;15,4;
2005;Macoma balthica;M-21;15,5;
2005;Macoma balthica;M-22;20,6;
2005;Macoma balthica;M-22;19,6;
2005;Macoma balthica;M-22;18,0;
2005;Macoma balthica;M-22;15,5;
2005;Macoma balthica;M-24;3,9;
2005;Macoma balthica;M-24;17,5;
2005;Macoma balthica;M-23;17,4;
2005;Macoma balthica;M-23;13,5;
2005;Macoma balthica;M-23;15,2;
2005;Macoma balthica;M-25;14,2;
2005;Macoma balthica;M-6;17,2;
2005;Macoma balthica;M-6;16,5;
2005;Macoma balthica;M-6;8,3;
2005;Macoma balthica;M-6;11,5;
2005;Macoma balthica;M-6;13,9;
2005;Macoma balthica;M-9;11,2;
2005;Macoma balthica;M-10;13,5;
2005;Macoma balthica;M-10;16,3;
2005;Macoma balthica;M-11;2,5;
2005;Macoma balthica;M-7;18,6;
2005;Macoma balthica;M-8;14,0;
2005;Macoma balthica;M-8;14,1;
2005;Macoma balthica;M-8;16,4;
2005;Macoma balthica;M-8;7,8;
2004;Macoma balthica;III-1;2,9;
2004;Macoma balthica;M-19;4,7;
2004;Macoma balthica;III-1;9,6;
2004;Macoma balthica;M-13;9,6;
2004;Macoma balthica;M-16;9,8;
2004;Macoma balthica;M-1;9,9;
2004;Macoma balthica;III-1;10,4;
2004;Macoma balthica;M-19;10,8;
2004;Macoma balthica;M-13;10,8;
2004;Macoma balthica;III-2;11,0;
2004;Macoma balthica;M-18;11,2;
2004;Macoma balthica;M-14;11,2;
2004;Macoma balthica;M-25;11,2;
2004;Macoma balthica;M-13;11,3;
2004;Macoma balthica;M-19;12,1;
2004;Macoma balthica;M-14;12,1;
2004;Macoma balthica;III-2;12,5;
2004;Macoma balthica;III-1;12,7;
2004;Macoma balthica;M-2;12,8;
2004;Macoma balthica;M-19;13,3;
2004;Macoma balthica;M-3;13,8;
2004;Macoma balthica;M-19;13,8;
2004;Macoma balthica;M-23;14,2;
2004;Macoma balthica;III-3;14,4;
2004;Macoma balthica;M-13;14,4;
2004;Macoma balthica;M-16;15,6;
2004;Macoma balthica;M-16;16,3;
2004;Macoma balthica;M-19;16,4;
2004;Macoma balthica;M-17;17,8;
2004;Macoma balthica;M-24;18,4;
2004;Macoma balthica;M-25;19,2;
2004;Macoma balthica;M-14;19,8;
2004;Macoma balthica;M-15;4,0;
2004;Macoma balthica;M-22;4,4;
2004;Macoma balthica;M-22;8,6;
2004;Macoma balthica;I-3;9,6;
2004;Macoma balthica;M-4;9,9;
2004;Macoma balthica;M-13;10,2;
2004;Macoma balthica;M-4;10,8;
2004;Macoma balthica;M-8;10,8;
2004;Macoma balthica;I-3;11,7;
2004;Macoma balthica;M-15;11,8;
2004;Macoma balthica;M-22;11,8;
2004;Macoma balthica;M-13;12,0;
2004;Macoma balthica;M-6;12,1;
2004;Macoma balthica;I-2;12,8;
2004;Macoma balthica;M-20;12,9;
2004;Macoma balthica;M-4;13,2;
2004;Macoma balthica;M-6;13,2;
2004;Macoma balthica;M-8;13,2;
2004;Macoma balthica;M-11;13,6;
2004;Macoma balthica;I-1;13,6;
2004;Macoma balthica;M-22;13,7;
2004;Macoma balthica;M-20;13,7;
2004;Macoma balthica;M-22;13,8;
2004;Macoma balthica;M-7;13,8;
2004;Macoma balthica;M-20;13,9;
2004;Macoma balthica;M-21;14,4;
2004;Macoma balthica;M-22;15,2;
2004;Macoma balthica;M-8;15,3;
2004;Macoma balthica;M-21;15,7;
2004;Macoma balthica;M-6;16,0;
2004;Macoma balthica;I-3;16,1;
2004;Macoma balthica;M-20;16,2;
2004;Macoma balthica;I-1;16,4;
2004;Macoma balthica;M-22;18,2;
2004;Macoma balthica;M-20;18,2;
2004;Macoma balthica;M-22;18,6;
2002;Cerastoderma edule;VII-1;23,2;
2002;Cerastoderma edule;VII-1;2,1;
2002;Cerastoderma edule;III-2;17,0;
2002;Cerastoderma edule;VI-3;28,7;
2002;Cerastoderma edule;VII-3;21,3;
2002;Cerastoderma edule;VI-2;5,6;
2002;Cerastoderma edule;VI-1;5,3;
2002;Cerastoderma edule;VI-1;15,5;
2002;Cerastoderma edule;kach;22,8;низ
2002;Cerastoderma edule;kach;21,9;низ
2002;Cerastoderma edule;kach;17,0;низ
2002;Cerastoderma edule;kach;21,5;низ
2002;Cerastoderma edule;kach;20,4;низ
2002;Cerastoderma edule;kach;30,0;низ
2002;Cerastoderma edule;kach;22,9;низ
2002;Cerastoderma edule;kach;20,8;низ
2002;Cerastoderma edule;kach;28,2;низ
2002;Cerastoderma edule;kach;28,2;низ
2002;Cerastoderma edule;kach;26,5;низ
2002;Cerastoderma edule;kach;16,7;низ
2002;Cerastoderma edule;kach;25,0;низ
2002;Cerastoderma edule;kach;16,4;низ
2002;Cerastoderma edule;kach;17,8;низ
2002;Cerastoderma edule;kach;23,4;низ
2002;Cerastoderma edule;kach;27,0;низ
2002;Cerastoderma edule;kach;24,9;низ
2002;Cerastoderma edule;kach;16,1;низ
2002;Cerastoderma edule;kach;17,0;
2002;Cerastoderma edule;kach;17,0;
2002;Cerastoderma edule;kach;17,0;
2002;Cerastoderma edule;kach;17,4;
2002;Cerastoderma edule;kach;18,0;
2002;Cerastoderma edule;kach;18,9;
2002;Cerastoderma edule;kach;20,9;
2002;Cerastoderma edule;kach;21,5;
2002;Cerastoderma edule;kach;22,3;
2002;Cerastoderma edule;kach;22,5;
2002;Cerastoderma edule;kach;23,3;
2002;Cerastoderma edule;kach;23,5;
2002;Cerastoderma edule;kach;24,0;
2002;Cerastoderma edule;kach;25,4;
2002;Cerastoderma edule;kach;25,7;
2002;Cerastoderma edule;kach;27,0;
2002;Cerastoderma edule;kach;27,4;
2002;Cerastoderma edule;kach;30,0;
2002;Cerastoderma edule;kach;32,0;
2002;Cerastoderma edule;M-9;21,0;
2002;Cerastoderma edule;M-9;24,0;
2002;Cerastoderma edule;M-9;18,1;
2002;Cerastoderma edule;M-9;22,7;
2002;Cerastoderma edule;M-10;23,5;
2002;Cerastoderma edule;M-10;19,2;
2002;Cerastoderma edule;M-10;20,0;
2002;Cerastoderma edule;M-10;21,6;
2002;Cerastoderma edule;M-10;14,0;
2002;Cerastoderma edule;M-10;15,2;
2002;Cerastoderma edule;M-11;24,6;
2002;Cerastoderma edule;M-13;29,5;
2002;Cerastoderma edule;M-13;22,3;
2002;Cerastoderma edule;M-15;22,2;
2002;Cerastoderma edule;M-15;26,0;
2002;Cerastoderma edule;M-16;25,3;
2002;Cerastoderma edule;M-16;21,3;
2002;Cerastoderma edule;M-17;30,1;
2002;Cerastoderma edule;M-17;4,8;
2002;Cerastoderma edule;M-18;29,9;
2002;Cerastoderma edule;M-19;25,5;
2002;Cerastoderma edule;M-13;5,4;
2002;Cerastoderma edule;M-14;5,8;
2002;Cerastoderma edule;M-18;5,6;
2002;Cerastoderma edule;M-18;6,4;
2002;Cerastoderma edule;M-18;5,4;
2002;Cerastoderma edule;M-18;5,0;
2002;Cerastoderma edule;M-19;2,8;
2003;Cerastoderma edule;I-1;23,0;
2003;Cerastoderma edule;IV-2;28,3;
2003;Cerastoderma edule;II-3;29,0;
2003;Cerastoderma edule;VI-1;20,1;
2003;Cerastoderma edule;III-2;29,0;
2003;Cerastoderma edule;M-2;31,2;
2003;Cerastoderma edule;M-18;12,8;
2003;Cerastoderma edule;M-15;28,5;
2003;Cerastoderma edule;M-16;11,9;
2003;Cerastoderma edule;M-13;19,7;
2003;Cerastoderma edule;M-20;19,3;
2003;Cerastoderma edule;M-8;29,3;
2003;Cerastoderma edule;M-8;22,9;
2003;Cerastoderma edule;M-10;24,5;
2003;Cerastoderma edule;M-10;25,3;
2003;Cerastoderma edule;M-10;16,0;
2003;Cerastoderma edule;M-25;19,6;
2003;Cerastoderma edule;kach;8,0;VI-II
2003;Cerastoderma edule;kach;7,4;VI-II
2003;Cerastoderma edule;kach;14,8;II-III
2003;Cerastoderma edule;kach;16,6;II-III
2003;Cerastoderma edule;kach;14,5;II-III
2003;Cerastoderma edule;kach;13,6;II-III
2003;Cerastoderma edule;kach;13,8;II-III
2003;Cerastoderma edule;kach;14,1;II-III
2003;Cerastoderma edule;kach;14,3;II-III
2003;Cerastoderma edule;kach;15,6;II-III
2003;Cerastoderma edule;kach;18,7;V-VIII
2003;Cerastoderma edule;kach;20,9;IV-VIII
2003;Cerastoderma edule;kach;8,6;IV-VIII
2003;Cerastoderma edule;kach;15,1;IV-VIII
2003;Cerastoderma edule;kach;13,1;IV-VIII
2003;Cerastoderma edule;kach;12,2;IV-VIII
2003;Cerastoderma edule;kach;12,3;IV-VIII
2003;Cerastoderma edule;kach;28,8;VI-II
2003;Cerastoderma edule;kach;29,7;II-III
2003;Cerastoderma edule;kach;23,1;II-III
2003;Cerastoderma edule;kach;21,3;II-III
2003;Cerastoderma edule;kach;20,6;II-III
2003;Cerastoderma edule;kach;22,5;II-III
2003;Cerastoderma edule;kach;16,6;II-III
2003;Cerastoderma edule;kach;31,8;II-III
2003;Cerastoderma edule;kach;15,7;II-III
2003;Cerastoderma edule;kach;23,5;II-III
2003;Cerastoderma edule;kach;18,0;II-III
2003;Cerastoderma edule;kach;22,1;II-III
2003;Cerastoderma edule;kach;28,9;II-III
2003;Cerastoderma edule;kach;16,1;II-III
2003;Cerastoderma edule;kach;24,5;II-III
2003;Cerastoderma edule;kach;17,6;II-III
2003;Cerastoderma edule;kach;24,6;V-VIII
2003;Cerastoderma edule;kach;26,7;V-VIII
2003;Cerastoderma edule;kach;26,4;IV-VIII
2003;Cerastoderma edule;kach;28,4;IV-VIII
2003;Cerastoderma edule;kach;30,6;IV-VIII
2003;Cerastoderma edule;kach;20,0;IV-VIII
2003;Cerastoderma edule;kach;22,9;IV-VIII
2003;Cerastoderma edule;kach;28,0;IV-VIII
2003;Cerastoderma edule;kach;28,2;IV-VIII
2003;Cerastoderma edule;kach;16,1;IV-VIII
2003;Cerastoderma edule;kach;27,5;IV-VIII
2003;Cerastoderma edule;kach;29,6;IV-VIII
2003;Cerastoderma edule;kach;26,9;IV-VIII
2003;Cerastoderma edule;kach;28,7;IV-VIII
2003;Cerastoderma edule;kach;27,9;IV-VIII
2003;Cerastoderma edule;kach;26,4;IV-VIII
2003;Cerastoderma edule;kach;28,7;IV-VIII
2003;Cerastoderma edule;kach;27,8;IV-VIII
2003;Cerastoderma edule;kach;29,4;IV-VIII
2003;Cerastoderma edule;kach;25,9;IV-VIII
2003;Cerastoderma edule;kach;27,6;IV-VIII
2003;Cerastoderma edule;kach;27,8;IV-VIII
2003;Cerastoderma edule;kach;27,3;IV-VIII
2003;Cerastoderma edule;kach;31,2;VI-II
2003;Cerastoderma edule;kach;26,9;VI-II
2003;Cerastoderma edule;kach;19,7;VI-II
2003;Cerastoderma edule;kach;32,1;II-III
2003;Cerastoderma edule;kach;24,4;II-III
2003;Cerastoderma edule;kach;22,6;II-III
2003;Cerastoderma edule;kach;20,8;II-III
2003;Cerastoderma edule;kach;24,1;II-III
2003;Cerastoderma edule;kach;33,0;II-III
2003;Cerastoderma edule;kach;24,6;II-III
2003;Cerastoderma edule;kach;19,8;II-III
2003;Cerastoderma edule;kach;24,8;II-III
2003;Cerastoderma edule;kach;28,6;II-III
2003;Cerastoderma edule;kach;29,6;II-III
2003;Cerastoderma edule;kach;18,0;II-III
2003;Cerastoderma edule;kach;29,5;II-III
2003;Cerastoderma edule;kach;23,3;II-III
2003;Cerastoderma edule;kach;22,3;II-III
2003;Cerastoderma edule;kach;13,2;II-III
2003;Cerastoderma edule;kach;29,3;II-III
2003;Cerastoderma edule;kach;29,4;II-III
2003;Cerastoderma edule;kach;30,1;II-III
2003;Cerastoderma edule;kach;24,6;II-III
2003;Cerastoderma edule;kach;23,5;II-III
2003;Cerastoderma edule;kach;23,5;II-III
2003;Cerastoderma edule;kach;17,6;II-III
2003;Cerastoderma edule;kach;23,6;V-VIII
2003;Cerastoderma edule;kach;22,3;V-VIII
2003;Cerastoderma edule;kach;25,5;V-VIII
2003;Cerastoderma edule;kach;22,6;V-VIII
2003;Cerastoderma edule;kach;31,2;IV-VIII
2003;Cerastoderma edule;kach;27,7;IV-VIII
2003;Cerastoderma edule;kach;23,3;IV-VIII
2003;Cerastoderma edule;kach;28,8;IV-VIII
2003;Cerastoderma edule;kach;23,1;IV-VIII
2003;Cerastoderma edule;kach;19,1;IV-VIII
2003;Cerastoderma edule;kach;24,8;IV-VIII
2003;Cerastoderma edule;kach;17,9;IV-VIII
2003;Cerastoderma edule;kach;19,2;IV-VIII
2003;Cerastoderma edule;kach;25,1;IV-VIII
2003;Cerastoderma edule;kach;30,9;IV-VIII
2003;Cerastoderma edule;kach;16,5;IV-VIII
2003;Cerastoderma edule;kach;36,6;IV-VIII
2003;Cerastoderma edule;kach;30,9;IV-VIII
2003;Cerastoderma edule;kach;25,8;IV-VIII
2003;Cerastoderma edule;kach;31,1;IV-VIII
2003;Cerastoderma edule;kach;26,2;IV-VIII
2003;Cerastoderma edule;kach;33,8;IV-VIII
2003;Cerastoderma edule;kach;20,8;IV-VIII
2003;Cerastoderma edule;kach;28,6;IV-VIII
2003;Cerastoderma edule;kach;27,8;IV-VIII
2003;Cerastoderma edule;kach;26,8;IV-VIII
2003;Cerastoderma edule;kach;32,2;IV-VIII
2003;Cerastoderma edule;kach;22,6;IV-VIII
2003;Cerastoderma edule;kach;25,2;IV-VIII
2003;Cerastoderma edule;kach;22,6;IV-VIII
2003;Cerastoderma edule;kach;44,5;IV-VIII
2003;Cerastoderma edule;kach;24,7;IV-VIII
2003;Cerastoderma edule;kach;30,1;IV-VIII
2003;Cerastoderma edule;kach;28,9;IV-VIII
2003;Cerastoderma edule;kach;29,2;IV-VIII
2003;Cerastoderma edule;kach;27,8;IV-VIII
2003;Cerastoderma edule;kach;26,2;IV-VIII
2004;Cerastoderma edule;III-1;31,0;
2004;Cerastoderma edule;M-19;24,9;
2004;Cerastoderma edule;M-13;21,0;
2004;Cerastoderma edule;M-18;27,0;
2004;Cerastoderma edule;M-18;20,9;
2004;Cerastoderma edule;M-16;32,1;
2004;Cerastoderma edule;M-23;39,9;
2004;Cerastoderma edule;M-23;22,5;
2004;Cerastoderma edule;M-23;18,6;
2004;Cerastoderma edule;M-10;27,1;
2004;Cerastoderma edule;M-11;25,1;
2004;Cerastoderma edule;M-22;26,9;
2004;Cerastoderma edule;I-1;27,8;
2004;Cerastoderma edule;M-8;3,5;
2004;Cerastoderma edule;M-8;34,6;
2004;Cerastoderma edule;kach;17,0;верх
2004;Cerastoderma edule;kach;17,2;верх
2004;Cerastoderma edule;kach;18,2;верх
2004;Cerastoderma edule;kach;19,9;верх
2004;Cerastoderma edule;kach;20,2;верх
2004;Cerastoderma edule;kach;20,7;верх
2004;Cerastoderma edule;kach;21,3;верх
2004;Cerastoderma edule;kach;21,5;верх
2004;Cerastoderma edule;kach;21,9;верх
2004;Cerastoderma edule;kach;22,3;верх
2004;Cerastoderma edule;kach;22,8;верх
2004;Cerastoderma edule;kach;23,0;верх
2004;Cerastoderma edule;kach;23,8;верх
2004;Cerastoderma edule;kach;24,0;верх
2004;Cerastoderma edule;kach;34,0;верх
2004;Cerastoderma edule;kach;24,1;верх
2004;Cerastoderma edule;kach;24,2;верх
2004;Cerastoderma edule;kach;24,5;верх
2004;Cerastoderma edule;kach;24,5;верх
2004;Cerastoderma edule;kach;24,8;верх
2004;Cerastoderma edule;kach;25,0;верх
2004;Cerastoderma edule;kach;25,0;верх
2004;Cerastoderma edule;kach;25,4;верх
2004;Cerastoderma edule;kach;25,7;верх
2004;Cerastoderma edule;kach;25,8;верх
2004;Cerastoderma edule;kach;26,2;верх
2004;Cerastoderma edule;kach;26,5;верх
2004;Cerastoderma edule;kach;26,8;верх
2004;Cerastoderma edule;kach;27,0;верх
2004;Cerastoderma edule;kach;27,8;верх
2004;Cerastoderma edule;kach;27,8;верх
2004;Cerastoderma edule;kach;27,8;верх
2004;Cerastoderma edule;kach;28,0;верх
2004;Cerastoderma edule;kach;28,0;верх
2004;Cerastoderma edule;kach;28,1;верх
2004;Cerastoderma edule;kach;28,1;верх
2004;Cerastoderma edule;kach;28,2;верх
2004;Cerastoderma edule;kach;28,8;верх
2004;Cerastoderma edule;kach;29,0;верх
2004;Cerastoderma edule;kach;29,5;верх
2004;Cerastoderma edule;kach;29,7;верх
2004;Cerastoderma edule;kach;30,0;верх
2004;Cerastoderma edule;kach;30,0;верх
2004;Cerastoderma edule;kach;30,1;верх
2004;Cerastoderma edule;kach;30,6;верх
2004;Cerastoderma edule;kach;30,6;верх
2004;Cerastoderma edule;kach;30,9;верх
2004;Cerastoderma edule;kach;31,0;верх
2004;Cerastoderma edule;kach;31,0;верх
2004;Cerastoderma edule;kach;31,0;верх
2004;Cerastoderma edule;kach;32,0;верх
2004;Cerastoderma edule;kach;32,3;верх
2004;Cerastoderma edule;kach;32,8;верх
2004;Cerastoderma edule;kach;33,3;верх
2004;Cerastoderma edule;kach;35,3;верх
2004;Cerastoderma edule;kach;39,2;верх
2004;Cerastoderma edule;kach;40,0;верх
2004;Cerastoderma edule;kach;40,9;верх
2004;Cerastoderma edule;kach;18,5;корабль
2004;Cerastoderma edule;kach;19,0;корабль
2004;Cerastoderma edule;kach;19,4;корабль
2004;Cerastoderma edule;kach;20,2;корабль
2004;Cerastoderma edule;kach;22,1;корабль
2004;Cerastoderma edule;kach;22,7;корабль
2004;Cerastoderma edule;kach;23,0;корабль
2004;Cerastoderma edule;kach;23,8;корабль
2004;Cerastoderma edule;kach;25,0;корабль
2004;Cerastoderma edule;kach;25,7;корабль
2004;Cerastoderma edule;kach;28,0;корабль
2004;Cerastoderma edule;kach;31,4;корабль
2004;Cerastoderma edule;kach;31,4;корабль
2004;Cerastoderma edule;kach;31,5;корабль
