year;tidal_level;sample;Length.mm
2006;middle;sgl2;1,7
2006;middle;sgl2;4,5
2006;middle;sgl2;4,2
2006;middle;sgl2;4,6
2006;middle;sgl2;1,8
2006;middle;sgl2;1,8
2006;middle;sgl2;9,7
2006;middle;sgl2;2
2006;middle;sgl2;2
2006;middle;sgl2;1,9
2006;middle;sgl2;4,3
2006;middle;sgl2;2
2006;middle;sgl2;2,9
2006;middle;sgl2;2
2006;middle;sgl3;12
2006;middle;sgl3;10,6
2006;middle;sgl3;4,9
2006;middle;sgl3;3,7
2006;middle;sgl3;1,9
2006;middle;sgl3;1,9
2006;middle;sgl3;3,6
2006;middle;sgl3;2,2
2006;middle;sgl3;2,2
2006;middle;sgl3;2,9
2006;middle;sgl3;2,1
2006;middle;sgl3;10,5
2006;middle;sgl3;7,1
2006;middle;sgl3;11
2006;middle;sgl3;3,6
2006;middle;sgl3;2,2
2006;middle;sgl3;1,9
2006;middle;sgl3;3,3
2006;middle;sgl3;2,4
2006;middle;sgl3;1,8
2006;middle;sgl3;2,8
2006;middle;sgl3;9,3
2006;middle;sgl3;11,2
2006;middle;sgl3;9,7
2006;middle;sgl3;2,2
2006;middle;sgl3;1,9
2006;middle;sgl3;2,2
2006;middle;sgl3;3,5
2006;middle;sgl3;2,3
2006;middle;sgl3;2,2
2006;middle;sgl3;2,2
2006;middle;sgl3;10,9
2006;middle;sgl3;12,3
2006;middle;sgl3;2,4
2006;middle;sgl3;1,8
2006;middle;sgl3;1,7
2006;middle;sgl3;1,7
2006;middle;sgl3;2,3
2006;middle;sgl3;2,4
2006;middle;sgl3;2
2006;middle;sgl3;1,6
2006;middle;sgl3;8,8
2006;middle;sgl3;10
2006;middle;sgl3;4,6
2006;middle;sgl3;2
2006;middle;sgl3;1,7
2006;middle;sgl3;1,8
2006;middle;sgl3;1,7
2006;middle;sgl3;2,6
2006;middle;sgl3;2,4
2006;middle;sgl3;2,7
2006;middle;sgl3;4,8
2006;middle;sgl3;9,4
2006;middle;sgl3;4,4
2006;middle;sgl3;2
2006;middle;sgl3;3,2
2006;middle;sgl3;2,8
2006;middle;sgl3;1,8
2006;middle;sgl3;1,5
2006;middle;sgl3;2,1
2006;middle;sgl3;2,1
2006;middle;sgl3;10,1
2006;middle;sgl3;6,8
2006;middle;sgl3;3,6
2006;middle;sgl3;2
2006;middle;sgl3;2,2
2006;middle;sgl3;2,1
2006;middle;sgl3;2,2
2006;middle;sgl3;2,1
2006;middle;sgl3;2
2006;middle;sgl3;2,1
2006;middle;sgl3;8,8
2006;middle;sgl3;5,3
2006;middle;sgl3;3
2006;middle;sgl3;1,9
2006;middle;sgl3;2,4
2006;middle;sgl3;3,7
2006;middle;sgl3;2
2006;middle;sgl3;1,8
2006;middle;sgl3;2,5
2006;middle;sgl3;2,3
2006;middle;sgl4;11,4
2006;middle;sgl4;9,5
2006;middle;sgl4;6,3
2006;middle;sgl4;1,6
2006;middle;sgl4;2,5
2006;middle;sgl4;2,5
2006;middle;sgl4;3,5
2006;middle;sgl4;2
2006;middle;sgl4;9,6
2006;middle;sgl4;9
2006;middle;sgl4;2,1
2006;middle;sgl4;2,5
2006;middle;sgl4;1,9
2006;middle;sgl4;1,7
2006;middle;sgl4;3,6
2006;middle;sgl4;2,9
2006;middle;sgl4;12,1
2006;middle;sgl4;5,4
2006;middle;sgl4;1,2
2006;middle;sgl4;4,3
2006;middle;sgl4;1,5
2006;middle;sgl4;2,2
2006;middle;sgl4;2,1
2006;middle;sgl4;2
2006;middle;sgl4;9,4
2006;middle;sgl4;6,7
2006;middle;sgl4;3,5
2006;middle;sgl4;1,7
2006;middle;sgl4;1,6
2006;middle;sgl4;1,2
2006;middle;sgl4;2,5
2006;middle;sgl4;3,4
2006;middle;sgl4;9,7
2006;middle;sgl4;10
2006;middle;sgl4;2,7
2006;middle;sgl4;1,5
2006;middle;sgl4;2,1
2006;middle;sgl4;2,1
2006;middle;sgl4;2,5
2006;middle;sgl4;3,4
2006;middle;sgl4;7,5
2006;middle;sgl4;6,5
2006;middle;sgl4;1,6
2006;middle;sgl4;3,1
2006;middle;sgl4;2
2006;middle;sgl4;2,3
2006;middle;sgl4;2,5
2006;middle;sgl4;8,5
2006;middle;sgl4;10,1
2006;middle;sgl4;2,3
2006;middle;sgl4;1,9
2006;middle;sgl4;1,5
2006;middle;sgl4;2
2006;middle;sgl4;4,2
2006;middle;sgl5;3,1
2006;middle;sgl5;6,4
2006;middle;sgl5;9,3
2006;middle;sgl5;3,4
2006;middle;sgl5;5,6
2006;middle;sgl5;7,7
2006;middle;sgl5;2,2
2006;middle;sgl5;10,2
2006;middle;sgl5;3,1
2006;middle;sgl5;2,3
2006;middle;sgl5;3,6
2006;middle;sgl5;1,9
2006;middle;sgl5;9,3
2006;middle;sgl5;5,2
2006;middle;sgl5;1,6
2006;middle;sgl5;3,7
2006;middle;sgl5;2,3
2006;middle;sgl5;3,6
2006;middle;sgl5;2,4
2006;middle;sgl5;5,1
2006;middle;sgl5;6,8
2006;middle;sgl5;2,2
2006;middle;sgl5;8,9
