year;tidal_level;sample;Length.mm
2006;middle;sgl3;1,6
2006;middle;sgl3;7
2006;middle;sgl3;3
2006;middle;sgl3;8,2
2006;middle;sgl3;1,3
2006;middle;sgl3;1,4
2006;middle;sgl3;8,4
2006;middle;sgl3;5,1
2006;middle;sgl3;1,5
2006;middle;sgl3;2,3
2006;middle;sgl3;2,7
2006;middle;sgl3;2,2
2006;middle;sgl3;1,8
2006;middle;sgl3;6,7
2006;middle;sgl3;7
2006;middle;sgl3;1,2
2006;middle;sgl3;9,4
2006;middle;sgl3;4,1
2006;middle;sgl3;3,9
2006;middle;sgl3;1,4
2006;middle;sgl3;10,6
2006;middle;sgl3;1,2
2006;middle;sgl3;2,6
2006;middle;sgl3;1,3
2006;middle;sgl3;4
2006;middle;sgl3;7,7
2006;middle;sgl3;1,3
2006;middle;sgl3;6,2
2006;middle;sgl3;7,1
2006;middle;sgl3;4,6
2006;middle;sgl3;5,4
2006;middle;sgl3;3,6
2006;middle;sgl3;1,7
2006;middle;sgl3;5,6
2006;middle;sgl3;6,2
2006;middle;sgl3;4,4
2006;middle;sgl3;1,2
2006;middle;sgl3;5,7
2006;middle;sgl3;9,4
2006;middle;sgl3;9
2006;middle;sgl3;4,7
2006;middle;sgl3;4,4
2006;middle;sgl3;2,7
2006;middle;sgl3;1,7
2006;middle;sgl3;9,7
2006;middle;sgl3;1,9
2006;middle;sgl3;9,5
2006;middle;sgl3;2,7
2006;middle;sgl3;1,8
2006;middle;sgl3;1,5
2006;middle;sgl3;7,8
2006;middle;sgl3;8,7
2006;middle;sgl3;7,2
2006;middle;sgl3;1,3
2006;middle;sgl3;1,8
2006;middle;sgl3;2,2
2006;middle;sgl3;9,3
2006;middle;sgl3;1,3
2006;middle;sgl3;3,1
2006;middle;sgl3;1,3
2006;middle;sgl4;6,4
2006;middle;sgl4;14,7
2006;middle;sgl4;14
2006;middle;sgl4;4,8
2006;middle;sgl4;7,5
2006;middle;sgl4;7,2
2006;middle;sgl4;6,2
2006;middle;sgl4;6,1
2006;middle;sgl4;7
2006;middle;sgl4;11,5
2006;middle;sgl4;7,4
2006;middle;sgl4;8
2006;middle;sgl4;6,2
2006;middle;sgl4;6,5
2006;middle;sgl4;8,2
2006;middle;sgl4;11,2
2006;middle;sgl4;7,8
2006;middle;sgl4;6,5
2006;middle;sgl4;2,5
2006;middle;sgl4;1,3
2006;middle;sgl4;1,8
2006;middle;sgl4;5,5
2006;middle;sgl4;9
2006;middle;sgl4;7,9
2006;middle;sgl4;4,3
2006;middle;sgl4;10,2
2006;middle;sgl4;6,5
2006;middle;sgl4;6,5
2006;middle;sgl4;5,4
2006;middle;sgl4;3,6
2006;middle;sgl4;1,3
2006;middle;sgl4;3,2
2006;middle;sgl4;8,7
2006;middle;sgl4;1,7
2006;middle;sgl4;3,7
2006;middle;sgl4;5,7
2006;middle;sgl4;12,6
2006;middle;sgl4;8,5
2006;middle;sgl4;4,5
2006;middle;sgl4;10,8
2006;middle;sgl4;2,4
2006;middle;sgl4;2,5
2006;middle;sgl4;6,6
2006;middle;sgl4;5,7
2006;middle;sgl4;4,8
2006;middle;sgl4;7,8
2006;middle;sgl4;8
2006;middle;sgl4;6
2006;middle;sgl4;2,2
2006;middle;sgl4;10,3
2006;middle;sgl4;2,5
2006;middle;sgl4;1,6
2006;middle;sgl4;5,9
2006;middle;sgl4;11,2
2006;middle;sgl4;15,7
2006;middle;sgl4;6,2
2006;middle;sgl4;3,3
2006;middle;sgl4;8,2
2006;middle;sgl4;1,5
2006;middle;sgl4;8,3
2006;middle;sgl4;1,9
2006;middle;sgl4;1,7
2006;middle;sgl4;3,4
2006;middle;sgl4;5
2006;middle;sgl4;2,7
2006;middle;sgl4;4,4
2006;middle;sgl4;7,8
2006;middle;sgl4;7,5
2006;middle;sgl4;2,6
2006;middle;sgl4;4
2006;middle;sgl4;5,1
2006;middle;sgl4;8,8
2006;middle;sgl4;4,8
2006;middle;sgl4;4
2006;middle;sgl4;2,9
2006;middle;sgl4;7,8
2006;middle;sgl4;9
2006;middle;sgl4;6,5
2006;middle;sgl4;13,1
2006;middle;sgl4;8,9
2006;middle;sgl4;5
2006;middle;sgl4;4,4
2006;middle;sgl4;13,3
2006;middle;sgl4;1,2
2006;middle;sgl4;8,9
2006;middle;sgl4;6
2006;middle;sgl4;14
2006;middle;sgl5;10,7
2006;middle;sgl5;5,4
2006;middle;sgl5;2
2006;middle;sgl5;2,6
2006;middle;sgl5;3
2006;middle;sgl5;1,7
2006;middle;sgl5;7,8
2006;middle;sgl5;6,9
2006;middle;sgl5;8,4
2006;middle;sgl5;3
2006;middle;sgl5;5
2006;middle;sgl5;1,4
2006;middle;sgl5;8,6
2006;middle;sgl5;2
2006;middle;sgl5;9,9
2006;middle;sgl5;3,5
2006;middle;sgl5;2,7
2006;middle;sgl5;1,3
2006;middle;sgl5;9,2
2006;middle;sgl5;6
2006;middle;sgl5;6,5
2006;middle;sgl5;2,2
2006;middle;sgl5;3,5
2006;middle;sgl5;1,9
2006;middle;sgl5;5,8
2006;middle;sgl5;6,3
2006;middle;sgl5;8,5
2006;middle;sgl5;3,4
2006;middle;sgl5;1,4
2006;middle;sgl5;5,2
2006;middle;sgl5;8
2006;middle;sgl5;8
2006;middle;sgl5;1,2
2006;middle;sgl5;2,4
2006;middle;sgl5;1,3
2006;middle;sgl5;1,2
2006;middle;sgl5;8,6
2006;middle;sgl5;15,2
2006;middle;sgl5;6,8
2006;middle;sgl5;2
2006;middle;sgl5;1,4
2006;middle;sgl5;8,8
2006;middle;sgl5;9,1
2006;middle;sgl5;7
2006;middle;sgl5;8,2
2006;middle;sgl5;1,4
2006;middle;sgl5;1,5
2006;middle;sgl5;2,1
2006;middle;sgl5;1,5
2006;middle;sgl5;14,8
2006;middle;sgl5;2,1
2006;middle;sgl5;2,1
2006;middle;sgl5;1,2
2006;middle;sgl5;5,7
2006;middle;sgl5;5,1
2006;middle;sgl5;6,9
2006;middle;sgl5;1,9
2006;middle;sgl5;3,6
2006;middle;sgl5;1,6
2006;middle;sgl5;1,4
2006;middle;sgl5;3,3
2006;middle;sgl5;3,1
2006;middle;sgl5;1,3
2006;middle;sgl5;2,5
2006;middle;sgl5;2
2006;middle;sgl5;4,5
2006;middle;sgl5;8,5
2006;middle;sgl5;7
2006;middle;sgl5;5,8
2006;middle;sgl5;3,5
2006;middle;sgl5;1,6
2006;middle;sgl5;2
2006;middle;sgl5;6,5
2006;middle;sgl5;8,6
2006;middle;sgl5;4,9
2006;middle;sgl5;1,3
2006;middle;sgl5;1,3
2006;middle;sgl5;8,6
2006;middle;sgl5;8
2006;middle;sgl5;8
2006;middle;sgl5;7,1
2006;middle;sgl5;1,5
2006;middle;sgl5;2,5
2006;middle;sgl5;2,1
2006;middle;sgl5;6,4
2006;middle;sgl5;7
2006;middle;sgl5;1,2
2006;middle;sgl5;3,6
2006;middle;sgl5;5,1
2006;middle;sgl5;10,4
2006;middle;sgl5;7,5
2006;middle;sgl5;2
2006;middle;sgl5;4
2006;middle;sgl5;1,9
2006;middle;sgl5;5,7
2006;middle;sgl5;10,4
2006;middle;sgl5;4,5
2006;middle;sgl5;2,2
2006;middle;sgl5;1,6
2006;middle;sgl5;9,7
2006;middle;sgl5;8,6
2006;middle;sgl5;8,2
2006;middle;sgl5;2,7
2006;middle;sgl5;3,8
2006;middle;sgl5;2
