year;tidal_level;sample;Length.mm;;;;
1992;zostera_zone;II-4;3,6;;;;
1992;zostera_zone;II-7;5,9;;;;
1992;zostera_zone;II-7;5,6;;;;
1992;zostera_zone;II-7;6,7;;;;
1992;zostera_zone;II-7;3,6;;;;
1992;zostera_zone;II-7;4;;;;
1992;zostera_zone;II-12;8,1;;;;
1992;zostera_zone;II-20;2,8;;;;
1992;zostera_zone;II-20;3,1;;;;
1992;zostera_zone;II-20;2,2;;;;
1992;zostera_zone;II-20;4,3;;;;
1992;zostera_zone;II-20;4,4;;;;
1992;zostera_zone;II-20;6,6;;;;
1992;zostera_zone;II-20;7,8;;;;
1992;zostera_zone;II-20;7,4;;;;
1992;zostera_zone;II-20;7,4;;;;
1992;zostera_zone;II-20;7,9;;;;
1992;zostera_zone;II-20;8,6;;;;
1992;zostera_zone;II-20;10,2;;;;
1992;zostera_zone;II-20;10;;;;
1992;zostera_zone;II-20;12,6;;;;
1992;low_beatch;II-5;12;;;;
1992;low_beatch;II-5;11;;;;
1992;low_beatch;II-5;12,5;;;;
1992;low_beatch;II-5;11,5;;;;
1992;low_beatch;II-5;10;;;;
1992;low_beatch;II-5;9,5;;;;
1992;low_beatch;II-5;10;;;;
1992;low_beatch;II-5;11;;;;
1992;low_beatch;II-5;10;;;;
1992;low_beatch;II-5;11;;;;
1992;low_beatch;II-5;9,7;;;;
1992;low_beatch;II-5;11,7;;;;
1992;low_beatch;II-5;7,9;;;;
1992;low_beatch;II-5;9,1;;;;
1992;low_beatch;II-5;11;;;;
1992;low_beatch;II-5;17;;;;
1992;low_beatch;II-5;8,1;;;;
1992;low_beatch;II-5;8;;;;
1992;low_beatch;II-5;9;;;;
1992;low_beatch;II-5;6;;;;
1992;low_beatch;II-5;4,6;;;;
1992;low_beatch;II-5;3,8;;;;
1992;low_beatch;II-5;5,2;;;;
1992;low_beatch;II-5;3,2;;;;
1992;low_beatch;II-5;4;;;;
1992;low_beatch;II-5;3,2;;;;
1992;low_beatch;II-5;3,4;;;;
1992;low_beatch;II-5;3,2;;;;
1992;low_beatch;II-5;5,9;;;;
1992;low_beatch;II-5;2,8;;;;
1992;low_beatch;II-5;2,7;;;;
1992;low_beatch;II-5;4,8;;;;
1992;low_beatch;II-5;3,3;;;;
1992;low_beatch;II-5;4,2;;;;
1992;low_beatch;II-5;5,9;;;;
1992;low_beatch;II-5;2,3;;;;
1992;low_beatch;II-5;3,8;;;;
1992;low_beatch;II-5;3,4;;;;
1992;low_beatch;II-5;3,4;;;;
1992;low_beatch;II-5;4,2;;;;
1992;low_beatch;II-5;4;;;;
1992;low_beatch;II-5;4,9;;;;
1992;low_beatch;II-5;3;;;;
1992;low_beatch;II-5;4,7;;;;
1992;low_beatch;II-5;4;;;;
1992;low_beatch;II-5;3,5;;;;
1992;low_beatch;II-5;4,1;;;;
1992;low_beatch;II-5;3,7;;;;
1992;low_beatch;II-5;4;;;;
1992;low_beatch;II-6;5,65;;;;
1992;low_beatch;II-19;2;;;;
1992;low_beatch;II-19;3,9;;;;
1992;low_beatch;II-19;4;;;;
1992;low_beatch;II-19;4,9;;;;
1992;low_beatch;II-19;15;;;;
1992;low_beatch;II-19;17,1;;;;
1993;high_beatch;II-1;12,2;;;;
1993;high_beatch;II-1;5,6;;;;
1993;high_beatch;II-1;4;;;;
1993;high_beatch;II-1;3,8;;;;
1993;high_beatch;II-1;3,5;;;;
1993;high_beatch;II-1;3,7;;;;
1993;high_beatch;II-1;4,3;;;;
1993;high_beatch;II-1;3,9;;;;
1993;high_beatch;II-13;5,4;;;;
1993;high_beatch;II-13;4,2;;;;
1993;high_beatch;II-13;5,5;;;;
1993;high_beatch;II-13;7,2;;;;
1993;high_beatch;II-13;13,3;;;;
1993;high_beatch;II-13;8,2;;;;
1993;high_beatch;II-13;5,9;;;;
1993;high_beatch;II-13;5,3;;;;
1993;high_beatch;II-13;5,2;;;;
1993;high_beatch;II-13;5,6;;;;
1993;high_beatch;II-13;4,3;;;;
1993;high_beatch;II-13;4,6;;;;
1993;high_beatch;II-13;6,2;;;;
1993;high_beatch;II-13;6;;;;
1993;high_beatch;II-13;5,4;;;;
1993;high_beatch;II-13;4,6;;;;
1993;high_beatch;II-13;4,3;;;;
1993;high_beatch;II-13;4;;;;
1993;high_beatch;II-13;4,3;;;;
1993;high_beatch;II-13;4,3;;;;
1993;high_beatch;II-15;3,4;;;;
1993;high_beatch;II-15;7,8;;;;
1993;high_beatch;II-15;7,7;;;;
1993;high_beatch;II-15;3,3;;;;
1993;high_beatch;II-15;4,7;;;;
1993;high_beatch;II-15;5;;;;
1993;high_beatch;II-15;3,2;;;;
1993;high_beatch;II-15;2,9;;;;
1993;high_beatch;II-15;3,4;;;;
1993;high_beatch;II-15;3,3;;;;
1993;high_beatch;II-15;3,6;;;;
1993;high_beatch;II-15;2,6;;;;
1993;high_beatch;II-15;3,7;;;;
1993;high_beatch;II-15;2,1;;;;
1993;high_beatch;II-15;2,6;;;;
1993;high_beatch;II-15;3,6;;;;
1993;high_beatch;II-15;3,2;;;;
1993;high_beatch;II-15;3,9;;;;
1993;high_beatch;II-15;3,7;;;;
1993;high_beatch;II-15;3;;;;
1993;high_beatch;II-15;3,4;;;;
1993;high_beatch;II-15;3,6;;;;
1993;high_beatch;II-17;8,3;;;;
1993;high_beatch;II-17;3,2;;;;
1993;high_beatch;II-17;3,7;;;;
1993;high_beatch;II-17;3,2;;;;
1993;high_beatch;II-17;2,5;;;;
1993;fucus_zone;II-11;2,6;;;;
1993;fucus_zone;II-11;3,5;;;;
1993;fucus_zone;II-11;3,5;;;;
1993;fucus_zone;II-11;4;;;;
1993;fucus_zone;II-11;4,4;;;;
1993;fucus_zone;II-11;2,9;;;;
1993;fucus_zone;II-11;3,5;;;;
1993;fucus_zone;II-11;3,3;;;;
1993;fucus_zone;II-11;11,7;;;;
1993;fucus_zone;II-11;2,4;;;;
1993;fucus_zone;II-11;4,3;;;;
1993;fucus_zone;II-11;3,3;;;;
1993;fucus_zone;II-11;3,7;;;;
1993;fucus_zone;II-11;2,5;;;;
1993;fucus_zone;II-11;3,3;;;;
1993;fucus_zone;II-11;3,2;;;;
1993;fucus_zone;II-11;11,5;;;;
1993;fucus_zone;II-11;11,6;;;;
1993;fucus_zone;II-11;3,2;;;;
1993;fucus_zone;II-11;11;;;;
1993;fucus_zone;II-11;8,2;;;;
1993;fucus_zone;II-11;5,2;;;;
1993;fucus_zone;II-11;<5;;;;
1993;fucus_zone;II-11;<5;;;;
1993;fucus_zone;II-14;3,5;;;;
1993;fucus_zone;II-14;3,3;;;;
1993;fucus_zone;II-14;2,1;;;;
1993;fucus_zone;II-14;10,5;;;;
1993;fucus_zone;II-14;14,4;;;;
1993;fucus_zone;II-16;7,2;;;;
1993;fucus_zone;II-16;9,7;;;;
1993;fucus_zone;II-16;6,6;;;;
1993;fucus_zone;II-16;5,4;;;;
1993;fucus_zone;II-16;2,8;;;;
1993;fucus_zone;II-16;6,3;;;;
1993;fucus_zone;II-16;1,5;;;;
1993;fucus_zone;II-16;3,4;;;;
1993;fucus_zone;II-16;3;;;;
1993;fucus_zone;II-16;NA;;;;
1993;fucus_zone;II-16;NA;;;;
1993;fucus_zone;II-18;8,1;;;;
1993;fucus_zone;II-20;1,9;;;;
1993;fucus_zone;II-20;3,5;;;;
1993;fucus_zone;II-20;2,8;;;;
1993;fucus_zone;II-20;3,2;;;;
1993;fucus_zone;II-20;3,5;;;;
1993;fucus_zone;II-20;2,4;;;;
1993;fucus_zone;II-20;3,3;;;;
1993;fucus_zone;II-20;3,3;;;;
1993;fucus_zone;II-20;10,1;;;;
1993;fucus_zone;II-20;10,4;;;;
1993;fucus_zone;II-20;11,2;;;;
1993;fucus_zone;II-20;10,5;;;;
1993;fucus_zone;II-20;12,2;;;;
1993;fucus_zone;II-20;10,2;;;;
1993;fucus_zone;II-20;12;;;;
1993;fucus_zone;II-20;13,4;;;;
1993;fucus_zone;II-20;10,9;;;;
1993;fucus_zone;II-20;9;;;;
1993;fucus_zone;II-20;10,5;;;;
1993;zostera_zone;II-2;11,2;;;;
1993;zostera_zone;II-2;12,2;;;;
1993;zostera_zone;II-2;11,4;;;;
1993;zostera_zone;II-2;8,1;;;;
1993;zostera_zone;II-2;5,8;;;;
1993;zostera_zone;II-2;3,3;;;;
1993;zostera_zone;II-8;3,9;;;;
1993;zostera_zone;II-8;9,1;;;;
1993;zostera_zone;II-8;13;;;;
1993;zostera_zone;II-8;8,9;;;;
1993;zostera_zone;II-8;12,2;;;;
1993;zostera_zone;II-8;10,1;;;;
1993;zostera_zone;II-8;12,3;;;;
1993;zostera_zone;II-8;13,3;;;;
1993;zostera_zone;II-8;12,8;;;;
1993;zostera_zone;II-8;15;;;;
1993;zostera_zone;II-8;11;;;;
1993;zostera_zone;II-8;12,6;;;;
1993;zostera_zone;II-9;12,6;;;;
1993;zostera_zone;II-9;10,8;;;;
1993;zostera_zone;II-9;5,2;;;;
1993;zostera_zone;II-9;9,6;;;;
1993;zostera_zone;II-9;10,6;;;;
1993;zostera_zone;II-9;11,5;;;;
1993;zostera_zone;II-9;12,4;;;;
1993;zostera_zone;II-9;10,2;;;;
1993;zostera_zone;II-9;11,7;;;;
1993;zostera_zone;II-9;13,5;;;;
1993;zostera_zone;II-9;8,9;;;;
1993;zostera_zone;II-9;6;;;;
1993;zostera_zone;II-9;11,9;;;;
1993;zostera_zone;II-9;2,3;;;;
1993;zostera_zone;II-9;7,9;;;;
1993;zostera_zone;II-9;11,1;;;;
1993;zostera_zone;II-9;11,9;;;;
1993;zostera_zone;II-9;10;;;;
1993;zostera_zone;II-9;9,8;;;;
1993;zostera_zone;II-9;11;;;;
1993;zostera_zone;II-9;10,9;;;;
1993;zostera_zone;II-9;10,5;;;;
1993;zostera_zone;II-9;3,8;;;;
1993;zostera_zone;II-10;2,4;;;;
1993;zostera_zone;II-10;NA;;;;
1993;zostera_zone;II-10;7,9;;;;
1993;zostera_zone;II-10;16;;;;
1993;zostera_zone;II-10;16,8;;;;
1993;zostera_zone;II-10;15;;;;
1993;zostera_zone;II-10;12,5;;;;
1993;zostera_zone;II-10;7,7;;;;
1993;zostera_zone;II-12;14,3;;;;
1993;zostera_zone;II-12;12,3;;;;
1993;zostera_zone;II-12;9,8;;;;
1993;zostera_zone;II-12;12,1;;;;
1993;zostera_zone;II-12;12,4;;;;
1993;zostera_zone;II-12;5,8;;;;
1993;zostera_zone;II-12;12,7;;;;
1993;zostera_zone;II-12;14,4;;;;
1993;zostera_zone;II-12;5;;;;
1993;zostera_zone;II-12;2,4;;;;
1993;zostera_zone;II-12;10;;;;
1993;zostera_zone;II-12;4,6;;;;
1993;zostera_zone;II-12;16,8;;;;
1993;zostera_zone;II-12;3,5;;;;
1993;zostera_zone;II-12;11,6;;;;
1993;zostera_zone;II-12;NA;;;;
1993;zostera_zone;II-19;2,1;;;;
1993;zostera_zone;II-19;5,5;;;;
1993;zostera_zone;II-19;8,9;;;;
1993;zostera_zone;II-19;8,6;;;;
1993;zostera_zone;II-19;9,8;;;;
1993;zostera_zone;II-19;4,9;;;;
1993;zostera_zone;II-19;2,8;;;;
1993;zostera_zone;II-19;8,3;;;;
1993;zostera_zone;II-19;3,7;;;;
1993;zostera_zone;II-19;10,6;;;;
1993;zostera_zone;II-19;2,5;;;;
1993;zostera_zone;II-19;7,6;;;;
1993;zostera_zone;II-19;4;;;;
1993;zostera_zone;II-19;6,9;;;;
1993;zostera_zone;II-19;2,3;;;;
1993;zostera_zone;II-19;2,4;;;;
1993;zostera_zone;II-19;12,2;;;;
1993;zostera_zone;II-19;18,6;;;;
1993;low_beatch;II-3;5,8;;;;
1993;low_beatch;II-3;7,6;;;;
1993;low_beatch;II-3;6,1;;;;
1993;low_beatch;II-3;3,2;;;;
1993;low_beatch;II-3;10,8;;;;
1993;low_beatch;II-3;17,1;;;;
1993;low_beatch;II-3;19,3;;;;
1993;low_beatch;II-3;18,2;;;;
1993;low_beatch;II-3;14,8;;;;
1993;low_beatch;II-4;15,3;;;;
1993;low_beatch;II-4;3,2;;;;
1993;low_beatch;II-4;2,3;;;;
1993;low_beatch;II-4;10,9;;;;
1993;low_beatch;II-4;14;;;;
1993;low_beatch;II-4;11,5;;;;
1993;low_beatch;II-4;13;;;;
1993;low_beatch;II-4;6,8;;;;
1993;low_beatch;II-4;2,7;;;;
1993;low_beatch;II-4;2,2;;;;
1993;low_beatch;II-4;2,5;;;;
1993;low_beatch;II-4;1,7;;;;
1993;low_beatch;II-4;1,8;;;;
1993;low_beatch;II-4;2,8;;;;
1993;low_beatch;II-4;2,1;;;;
1993;low_beatch;II-5;2,3;;;;
1993;low_beatch;II-5;3,2;;;;
1993;low_beatch;II-5;3,2;;;;
1993;low_beatch;II-5;4,1;;;;
1993;low_beatch;II-5;14,1;;;;
1993;low_beatch;II-5;1,2;;;;
1993;low_beatch;II-5;11,8;;;;
1993;low_beatch;II-5;9;;;;
1993;low_beatch;II-5;4,8;;;;
1993;low_beatch;II-5;10,5;;;;
1993;low_beatch;II-5;14,4;;;;
1993;low_beatch;II-5;1,6;;;;
1993;low_beatch;II-5;8,8;;;;
1993;low_beatch;II-5;7,1;;;;
1993;low_beatch;II-5;3,2;;;;
1993;low_beatch;II-6;3,5;;;;
1993;low_beatch;II-6;4;;;;
1993;low_beatch;II-6;3,2;;;;
1993;low_beatch;II-7;2,4;;;;
1993;low_beatch;II-7;1,6;;;;
1993;low_beatch;II-7;2,4;;;;
1993;low_beatch;II-7;6,9;;;;
1993;low_beatch;II-7;5,5;;;;
1993;low_beatch;II-7;6,6;;;;
1993;low_beatch;II-7;6,2;;;;
1993;low_beatch;II-7;11,3;;;;
1993;low_beatch;II-7;8,8;;;;
1993;low_beatch;II-7;6,5;;;;
1993;low_beatch;II-7;12,5;;;;
1993;low_beatch;II-7;10,2;;;;
1993;low_beatch;II-7;9,3;;;;
1993;low_beatch;II-7;2,5;;;;
1993;low_beatch;II-7;3,9;;;;
1993;low_beatch;II-7;16,9;;;;
1993;low_beatch;II-7;3,8;;;;
1994;high_beatch;II-1;3;;;;
1994;high_beatch;II-1;2,4;;;;
1994;high_beatch;II-1;5,2;;;;
1994;high_beatch;II-1;3;;;;
1994;high_beatch;II-1;4,6;;;;
1994;high_beatch;II-1;2,2;;;;
1994;high_beatch;II-1;4,5;;;;
1994;high_beatch;II-1;4;;;;
1994;high_beatch;II-1;3,2;;;;
1994;high_beatch;II-1;4,6;;;;
1994;high_beatch;II-1;11,3;;;;
1994;high_beatch;II-1;10,6;;;;
1994;high_beatch;II-1;5;;;;
1994;high_beatch;II-1;3,5;;;;
1994;high_beatch;II-1;4,5;;;;
1994;high_beatch;II-1;4,8;;;;
1994;high_beatch;II-1;4,7;;;;
1994;high_beatch;II-1;10;;;;
1994;high_beatch;II-1;2,7;;;;
1994;high_beatch;II-1;10;;;;
1994;high_beatch;II-1;3;;;;
1994;high_beatch;II-1;4,4;;;;
1994;high_beatch;II-1;4,3;;;;
1994;high_beatch;II-1;3,8;;;;
1994;high_beatch;II-1;2,8;;;;
1994;high_beatch;II-1;4,1;;;;
1994;high_beatch;II-1;3,4;;;;
1994;high_beatch;II-1;5;;;;
1994;high_beatch;II-1;3,2;;;;
1994;high_beatch;II-1;2,5;;;;
1994;high_beatch;II-1;3,2;;;;
1994;high_beatch;II-1;2,8;;;;
1994;high_beatch;II-1;3,1;;;;
1994;high_beatch;II-1;2,9;;;;
1994;high_beatch;II-1;4,2;;;;
1994;high_beatch;II-1;5,3;;;;
1994;high_beatch;II-2;8,7;;;;
1994;high_beatch;II-2;6,5;;;;
1994;high_beatch;II-2;7,2;;;;
1994;high_beatch;II-2;5,6;;;;
1994;high_beatch;II-2;9,1;;;;
1994;high_beatch;II-2;7,7;;;;
1994;high_beatch;II-2;3,1;;;;
1994;high_beatch;II-2;3,2;;;;
1994;high_beatch;II-2;8;;;;
1994;high_beatch;II-2;4,7;;;;
1994;high_beatch;II-2;8,2;;;;
1994;high_beatch;II-2;2,2;;;;
1994;high_beatch;II-2;1;;;;
1994;high_beatch;II-2;7,7;;;;
1994;high_beatch;II-2;6,9;;;;
1994;high_beatch;II-2;7;;;;
1994;high_beatch;II-2;4,4;;;;
1994;high_beatch;II-2;1;;;;
1994;high_beatch;II-2;6,5;;;;
1994;high_beatch;II-2;2,9;;;;
1994;high_beatch;II-2;1,2;;;;
1994;high_beatch;II-3;1,7;;;;
1994;high_beatch;II-3;2,3;;;;
1994;high_beatch;II-3;2,4;;;;
1994;high_beatch;II-3;3,1;;;;
1994;high_beatch;II-3;4,7;;;;
1994;high_beatch;II-3;4,9;;;;
1994;high_beatch;II-3;6;;;;
1994;high_beatch;II-3;6,9;;;;
1994;high_beatch;II-3;7,6;;;;
1994;high_beatch;II-3;8,9;;;;
1994;high_beatch;II-3;13,1;;;;
1994;high_beatch;II-5;10,3;;;;
1994;high_beatch;II-5;8,4;;;;
1994;high_beatch;II-5;6,2;;;;
1994;high_beatch;II-5;8,3;;;;
1994;high_beatch;II-5;9,9;;;;
1994;high_beatch;II-5;5,8;;;;
1994;high_beatch;II-5;5,4;;;;
1994;high_beatch;II-5;10;;;;
1994;high_beatch;II-5;7,4;;;;
1994;high_beatch;II-5;8,4;;;;
1994;high_beatch;II-5;6,4;;;;
1994;fucus_zone;II-6;16,3;;;;
1994;fucus_zone;II-6;14,7;;;;
1994;fucus_zone;II-6;11,2;;;;
1994;fucus_zone;II-6;9,8;;;;
1994;fucus_zone;II-6;7,3;;;;
1994;fucus_zone;II-6;5,1;;;;
1994;fucus_zone;II-6;5,1;;;;
1994;fucus_zone;II-6;5;;;;
1994;fucus_zone;II-6;4,9;;;;
1994;fucus_zone;II-6;4,5;;;;
1994;fucus_zone;II-6;4,4;;;;
1994;fucus_zone;II-6;4,3;;;;
1994;fucus_zone;II-6;4,2;;;;
1994;fucus_zone;II-6;4,2;;;;
1994;fucus_zone;II-6;4,2;;;;
1994;fucus_zone;II-6;4,1;;;;
1994;fucus_zone;II-6;3,9;;;;
1994;fucus_zone;II-6;3,8;;;;
1994;fucus_zone;II-6;3,7;;;;
1994;fucus_zone;II-6;3,6;;;;
1994;fucus_zone;II-6;3,3;;;;
1994;fucus_zone;II-6;3;;;;
1994;fucus_zone;II-6;2,9;;;;
1994;fucus_zone;II-6;2,8;;;;
1994;fucus_zone;II-6;2,6;;;;
1994;fucus_zone;II-6;2,6;;;;
1994;fucus_zone;II-7;6,7;;;;
1994;fucus_zone;II-7;1,3;;;;
1994;fucus_zone;II-7;2,1;;;;
1994;fucus_zone;II-7;2,5;;;;
1994;fucus_zone;II-7;1,1;;;;
1994;fucus_zone;II-7;16,4;;;;
1994;fucus_zone;II-7;11,8;;;;
1994;fucus_zone;II-7;2,1;;;;
1994;fucus_zone;II-7;2,7;;;;
1994;fucus_zone;II-7;2,2;;;;
1994;fucus_zone;II-7;13,5;;;;
1994;fucus_zone;II-7;7,7;;;;
1994;fucus_zone;II-7;5,4;;;;
1994;fucus_zone;II-7;5,1;;;;
1994;fucus_zone;II-7;1,8;;;;
1994;fucus_zone;II-7;8,9;;;;
1994;fucus_zone;II-7;2,6;;;;
1994;fucus_zone;II-7;5,6;;;;
1994;fucus_zone;II-7;6,7;;;;
1994;fucus_zone;II-7;7,7;;;;
1994;fucus_zone;II-7;4,8;;;;
1994;fucus_zone;II-7;6,6;;;;
1994;fucus_zone;II-7;5;;;;
1994;fucus_zone;II-7;6,8;;;;
1994;fucus_zone;II-7;7,8;;;;
1994;fucus_zone;II-7;8,5;;;;
1994;fucus_zone;II-7;3,8;;;;
1994;fucus_zone;II-7;9,4;;;;
1994;fucus_zone;II-7;6,7;;;;
1994;fucus_zone;II-7;6,9;;;;
1994;fucus_zone;II-7;6,6;;;;
1994;fucus_zone;II-7;6,2;;;;
1994;fucus_zone;II-7;2,1;;;;
1994;fucus_zone;II-7;1,9;;;;
1994;fucus_zone;II-7;2,4;;;;
1994;fucus_zone;II-7;2,1;;;;
1994;fucus_zone;II-7;2;;;;
1994;fucus_zone;II-7;2,5;;;;
1994;fucus_zone;II-7;2,6;;;;
1994;fucus_zone;II-7;2,3;;;;
1994;fucus_zone;II-7;2,2;;;;
1994;fucus_zone;II-7;1,2;;;;
1994;fucus_zone;II-7;2,2;;;;
1994;fucus_zone;II-7;3,6;;;;
1994;fucus_zone;II-7;7,1;;;;
1994;fucus_zone;II-8;12,5;;;;
1994;fucus_zone;II-8;4;;;;
1994;fucus_zone;II-9;14;;;;
1994;fucus_zone;II-9;12;;;;
1994;fucus_zone;II-9;12;;;;
1994;fucus_zone;II-9;9;;;;
1994;fucus_zone;II-9;10;;;;
1994;fucus_zone;II-9;8;;;;
1994;fucus_zone;II-9;9;;;;
1994;fucus_zone;II-9;11,9;;;;
1994;fucus_zone;II-10;2,5;;;;
1994;fucus_zone;II-10;3,1;;;;
1994;fucus_zone;II-10;4,5;;;;
1994;fucus_zone;II-10;4,6;;;;
1994;fucus_zone;II-10;5,2;;;;
1994;fucus_zone;II-10;3,6;;;;
1994;fucus_zone;II-10;5,6;;;;
1994;fucus_zone;II-10;5,6;;;;
1994;fucus_zone;II-10;7,2;;;;
1994;fucus_zone;II-10;7,4;;;;
1994;fucus_zone;II-10;8,6;;;;
1994;fucus_zone;II-10;10,2;;;;
1994;fucus_zone;II-10;10,4;;;;
1994;fucus_zone;II-10;11,2;;;;
1994;fucus_zone;II-10;11,5;;;;
1994;fucus_zone;II-10;12;;;;
1994;fucus_zone;II-10;12;;;;
1994;fucus_zone;II-10;12,7;;;;
1994;fucus_zone;II-10;12,9;;;;
1994;fucus_zone;II-10;13,4;;;;
1994;fucus_zone;II-10;14,6;;;;
1994;fucus_zone;II-10;14,8;;;;
1994;fucus_zone;II-10;16,9;;;;
1994;fucus_zone;II-11;1,5;;;;
1994;fucus_zone;II-11;1,7;;;;
1994;fucus_zone;II-11;1,8;;;;
1994;fucus_zone;II-11;1,8;;;;
1994;fucus_zone;II-11;1,9;;;;
1994;fucus_zone;II-11;2;;;;
1994;fucus_zone;II-11;2;;;;
1994;fucus_zone;II-11;2,2;;;;
1994;fucus_zone;II-11;3,1;;;;
1994;fucus_zone;II-11;3,2;;;;
1994;fucus_zone;II-11;4,2;;;;
1994;fucus_zone;II-11;4,4;;;;
1994;fucus_zone;II-11;4,7;;;;
1994;fucus_zone;II-11;5;;;;
1994;fucus_zone;II-11;5,2;;;;
1994;fucus_zone;II-11;5,3;;;;
1994;fucus_zone;II-11;5,5;;;;
1994;fucus_zone;II-11;5,8;;;;
1994;fucus_zone;II-11;5,8;;;;
1994;fucus_zone;II-11;5,9;;;;
1994;fucus_zone;II-11;5,9;;;;
1994;fucus_zone;II-11;6;;;;
1994;fucus_zone;II-11;6,5;;;;
1994;fucus_zone;II-11;6,5;;;;
1994;fucus_zone;II-11;6,7;;;;
1994;fucus_zone;II-11;6,8;;;;
1994;fucus_zone;II-11;6,9;;;;
1994;fucus_zone;II-11;7;;;;
1994;fucus_zone;II-11;7;;;;
1994;fucus_zone;II-11;7,1;;;;
1994;fucus_zone;II-11;7,6;;;;
1994;fucus_zone;II-11;7,7;;;;
1994;fucus_zone;II-11;7,9;;;;
1994;fucus_zone;II-11;8,1;;;;
1994;fucus_zone;II-11;8,2;;;;
1994;fucus_zone;II-11;8,4;;;;
1994;fucus_zone;II-11;8,6;;;;
1994;fucus_zone;II-11;8,7;;;;
1994;fucus_zone;II-11;9;;;;
1994;fucus_zone;II-11;10,8;;;;
1994;fucus_zone;II-11;12,2;;;;
1994;fucus_zone;II-11;13,1;;;;
1994;fucus_zone;II-11;13,4;;;;
1994;fucus_zone;II-11;13,7;;;;
1994;fucus_zone;II-11;15;;;;
1994;zostera_zone;II-12;4,9;;;;
1994;zostera_zone;II-12;12,4;;;;
1994;zostera_zone;II-12;9,5;;;;
1994;zostera_zone;II-12;9,3;;;;
1994;zostera_zone;II-12;8,1;;;;
1994;zostera_zone;II-12;1,2;;;;
1994;zostera_zone;II-12;8,8;;;;
1994;zostera_zone;II-12;8,8;;;;
1994;zostera_zone;II-12;9,5;;;;
1994;zostera_zone;II-12;6,5;;;;
1994;zostera_zone;II-12;7,8;;;;
1994;zostera_zone;II-12;11,2;;;;
1994;zostera_zone;II-12;12,6;;;;
1994;zostera_zone;II-12;1,8;;;;
1994;zostera_zone;II-12;9,8;;;;
1994;zostera_zone;II-12;12,6;;;;
1994;zostera_zone;II-12;3,6;;;;
1994;zostera_zone;II-12;6,9;;;;
1994;zostera_zone;II-12;2,4;;;;
1994;zostera_zone;II-12;2;;;;
1994;zostera_zone;II-13;14,8;;;;
1994;zostera_zone;II-13;11,3;;;;
1994;zostera_zone;II-13;6,3;;;;
1994;zostera_zone;II-13;11,3;;;;
1994;zostera_zone;II-13;10,4;;;;
1994;zostera_zone;II-13;2,7;;;;
1994;zostera_zone;II-13;2,4;;;;
1994;zostera_zone;II-13;8,7;;;;
1994;zostera_zone;II-13;11,2;;;;
1994;zostera_zone;II-13;4,6;;;;
1994;zostera_zone;II-13;12,6;;;;
1994;zostera_zone;II-13;5,9;;;;
1994;zostera_zone;II-13;14,3;;;;
1994;zostera_zone;II-13;13,2;;;;
1994;zostera_zone;II-14;14;;;;
